name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,avg_positions,stop_loss,take_profit,selection_rule,train_end,notes
improved_4_walkforward_stop_take_top10,monthly,240,240,0.004404224795955842,0.01914659442815032,0.004404224795955842,0.01914659442815032,0.05285069755147011,0.06632574868294305,0.7968352955066104,3.5635557752478277,0.00044162301312142347,1.7515508645770645,-0.07363291161224894,0.0928424017720799,-0.03822371761649802,2751550.864577062,1.7515508645770619,4.25,0.05,0.3,train_sharpe_minus_drawdown_and_isolated_peak_penalty,2020-12-31,Improved 4 candidate: improved 2 static equal-weight signals with alternative 5.0% stop-loss and 30.0% take-profit.
