name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,backtrader_frequency,stop_loss,take_profit,final_value,total_return
backtrader_daily_improved_4_walkforward_stop_take_top10,daily,5030,,0.00022313801753814325,0.00340858861880134,,,0.056230780419612096,0.05410966684244093,1.0392002705052228,4.6428320445048294,3.5241342672970047e-06,1.9833573142906813,-0.07618126082398113,0.03009104431064813,-0.028736235613340044,daily,0.05,0.3,2983357.3142906884,1.9833573142906884
