simulation,annualized_sharpe,final_equity,strategy_sharpe,p_value,evaluation_start
0,0.9566648510257912,1705412.050761812,1.1503776548860136,0.088,2016-05-31T00:00:00
1,0.8264732542899494,1632772.2728981373,1.1503776548860136,0.088,2016-05-31T00:00:00
2,1.1100291423023727,1984124.908964701,1.1503776548860136,0.088,2016-05-31T00:00:00
3,0.9983188402278158,1740211.8956898537,1.1503776548860136,0.088,2016-05-31T00:00:00
4,0.9491702066743067,1605621.7298589663,1.1503776548860136,0.088,2016-05-31T00:00:00
5,0.9479141508005904,1698107.622024545,1.1503776548860136,0.088,2016-05-31T00:00:00
6,0.825677541593632,2175574.8783831554,1.1503776548860136,0.088,2016-05-31T00:00:00
7,0.8476370025568376,1638696.4934892654,1.1503776548860136,0.088,2016-05-31T00:00:00
8,0.8820591753976674,1626243.600854706,1.1503776548860136,0.088,2016-05-31T00:00:00
9,0.9943372306633277,1733853.5614762316,1.1503776548860136,0.088,2016-05-31T00:00:00
10,0.6700230475910216,1487335.1649251217,1.1503776548860136,0.088,2016-05-31T00:00:00
11,1.214471696781231,1869622.585538624,1.1503776548860136,0.088,2016-05-31T00:00:00
12,0.8235719468658779,1731606.5716871726,1.1503776548860136,0.088,2016-05-31T00:00:00
13,1.1077249348747127,1977396.1279374664,1.1503776548860136,0.088,2016-05-31T00:00:00
14,0.7770050743353487,1653281.036981978,1.1503776548860136,0.088,2016-05-31T00:00:00
15,1.0803008709682105,1928182.4889660678,1.1503776548860136,0.088,2016-05-31T00:00:00
16,1.1472411959393198,1738736.029767025,1.1503776548860136,0.088,2016-05-31T00:00:00
17,0.8021620237038666,1540127.7430841692,1.1503776548860136,0.088,2016-05-31T00:00:00
18,0.7190547095154918,1578445.8993789488,1.1503776548860136,0.088,2016-05-31T00:00:00
19,1.0383021596695419,1673868.9330380722,1.1503776548860136,0.088,2016-05-31T00:00:00
20,0.9313276179773737,1713647.1788557973,1.1503776548860136,0.088,2016-05-31T00:00:00
21,0.6623209292278844,1438749.2168443464,1.1503776548860136,0.088,2016-05-31T00:00:00
22,0.9264440604965605,1532036.8684655395,1.1503776548860136,0.088,2016-05-31T00:00:00
23,1.0920054036141318,1806264.151622451,1.1503776548860136,0.088,2016-05-31T00:00:00
24,1.0157993640232639,1705400.382753626,1.1503776548860136,0.088,2016-05-31T00:00:00
25,0.8178831442214437,1564597.7965202117,1.1503776548860136,0.088,2016-05-31T00:00:00
26,0.8992678506477302,1702749.803745009,1.1503776548860136,0.088,2016-05-31T00:00:00
27,0.40766847420421415,1267262.7391427446,1.1503776548860136,0.088,2016-05-31T00:00:00
28,0.9598857116409971,1677204.4954092044,1.1503776548860136,0.088,2016-05-31T00:00:00
29,0.8706534233770679,1643214.4906002304,1.1503776548860136,0.088,2016-05-31T00:00:00
