name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,evaluation_start,n_evaluation_periods,first_evaluation_period,last_evaluation_period,backtrader_frequency,stop_loss,take_profit,final_value
backtrader_daily_improved_8_equal_weight_top20,daily,2514,,0.00047140346612833706,0.006743204880449298,,,0.11879367346434094,0.10704505891935526,1.1097539173091284,3.5051697335977843,0.0004643014410510164,2.0885568445459275,-0.11896876459165706,0.06495362841726582,-0.045405026756777045,3088556.8445459274,2.0885568445459275,2016-05-31T00:00:00,2514,2016-05-31T00:00:00,2026-05-29T00:00:00,daily,0.05,0.3,3088556.8445459176
