name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,evaluation_start,n_evaluation_periods,first_evaluation_period,last_evaluation_period,avg_positions,stop_loss,take_profit,top_n,sizing_method,sizing_target_pct,notes
improved_8_equal_weight_top20,monthly,121,121,0.01142568951474101,0.038304102012604285,0.01142568951474101,0.038304102012604285,0.13710827417689211,0.1326893016482638,1.0333031561228818,3.2811782043811966,0.0013538060084533933,2.6333312784468665,-0.10942783827269154,0.14204533580871317,-0.05000000000000001,3633331.2784468667,2.6333312784468665,2016-05-31T00:00:00,121,2016-05-31T00:00:00,2026-05-31T00:00:00,16.859504132231404,0.05,0.3,20,percent_of_equity,0.05,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.
