simulation,annualized_sharpe,cumulative_return,max_drawdown
0,1.1142618579316808,2.9799586607980517,-0.07879835190325468
1,1.3057751640763613,5.119132907894959,-0.12576885360074552
2,0.83558926977843,1.8562702207181863,-0.12354643591194803
3,0.8770984100391539,2.0021425516017692,-0.11400376291951808
4,0.7649739756483959,1.233951470225454,-0.07129652071650694
5,1.2359560183330314,4.061575256236549,-0.09817242322514674
6,1.214413237082057,4.925434353087362,-0.09607571534788695
7,1.4618998962076053,4.851712857048899,-0.0900397292325954
8,1.006913067294855,2.2874340344357305,-0.11900302176937294
9,0.7511323427870156,1.3735362613317026,-0.13171159870796068
10,0.8815521266734674,1.9208749616652017,-0.13341511419707774
11,1.3651690918282364,4.790969429254421,-0.075544080863308
12,0.8282832851779116,1.6254872121352624,-0.12590852696956323
13,1.3843515986981476,4.915882880078254,-0.08173410509170542
14,0.8839524125451128,2.226508782883878,-0.2010676697963767
15,0.6050257848080679,0.9667277091645192,-0.15011009183350432
16,0.9377984362560224,2.4543159636004193,-0.11959548818754862
17,1.3024060931907127,4.850169666286508,-0.16144672056967502
18,0.9093482363698768,2.0605528967787867,-0.12268340454317417
19,1.1526440262788133,3.1067014530390047,-0.07975668800078461
20,0.847342183809243,1.603579794370503,-0.11777019493766672
21,0.9838121117268953,2.2943615537917874,-0.1324445600642068
22,0.5593775182145077,0.9466094181932163,-0.13514254908486
23,1.1418588998521946,3.83619499811436,-0.0975409235406165
24,0.9823185044456441,2.135956280125407,-0.15858906887934376
25,1.2455563509500276,4.200434175351966,-0.11333841861948435
26,1.0929582777336626,2.119368565044586,-0.11989959313045506
27,0.8196035766984151,1.6053231566910724,-0.16513070381490957
28,0.8837166950479605,1.9464817783276573,-0.19857175250486825
29,0.8607738049085538,1.5727114831305196,-0.09509194126191733
30,0.9780199080960034,2.0680476634838616,-0.12181961353488968
31,1.0150633296027907,3.231290356750166,-0.1533324349037759
32,0.9738046172671386,2.355181671146918,-0.1429051356030272
33,0.808870468580706,1.469743545830592,-0.11329613825222207
34,1.0284220546214526,2.2841503242508105,-0.1578941698755295
35,1.1405298617568773,3.2181311587247565,-0.10942783827269154
36,0.8803089677496938,1.67494322865624,-0.20152327429929295
37,1.0628270627047547,2.679327175840355,-0.12549942250788737
38,0.8183802418768258,1.7846929524002029,-0.15181659091439126
39,1.5116456016544952,6.1678381534775415,-0.09792247030047407
40,1.1380963746588404,2.4898047610496796,-0.11124973287570283
41,1.3696176762166654,4.805278227210663,-0.10260540935437745
42,0.8169247332428471,1.7896266324231873,-0.17592853375107176
43,0.7899996855078026,1.5630624150369523,-0.11079267579573249
44,1.3986969373003302,5.983639473998875,-0.08924269931566609
45,1.1226389246079498,3.529571859579188,-0.08854477145555517
46,1.0526607351834902,2.185943065240494,-0.13455138663010036
47,1.140393505267255,3.389803292764551,-0.16467599630928165
48,1.1474028820845563,3.6525145681164455,-0.1137711571143516
49,0.7724944239872379,1.400988697386425,-0.09063847137297587
50,1.0782439220782538,3.4163049230318228,-0.10942783827269142
51,0.883956505203541,2.198610676487695,-0.11391984373295949
52,0.8177710852196757,1.6800993433662375,-0.1556908423323946
53,0.8272209742197,1.698712456218734,-0.10314767539641001
54,0.6579340932444393,1.3334223141190162,-0.1649482649896814
55,0.9154111649167266,2.274691258244768,-0.1347785383112481
56,0.9822446085732386,2.03516372071158,-0.09531445557390095
57,1.0548254240503256,3.3242174662226445,-0.14915567392934348
58,0.7996051283080977,2.066923343573693,-0.15395644635905714
59,0.7151273967923683,1.3344876438391182,-0.1664179851201607
60,1.2773649327165053,4.494444828798319,-0.11773169468068145
61,0.9020963896855794,2.2472291700968214,-0.14696285744916415
62,1.1715001332782558,3.2909084479527007,-0.15314817313296702
63,0.6237013100753087,0.9840136791920773,-0.13249163840360512
64,1.2046819953683552,3.448621000594029,-0.07359700597574459
