date,ticker,size,price,market_value,entry_price
2025-07-21,LYV,987,149.44,147497.28,131.68
2025-07-21,MA,240,552.1144315201,132507.463564824,559.613925505
2025-07-21,MMM,962,149.9958988133,144296.0546583946,136.7366310396
2025-07-21,MSI,324,417.4562732786,135255.8325422664,412.40742592899994
2025-07-22,APP,401,350.0,140350.0,342.53
2025-07-22,CL,1682,87.0311178092,146386.3401550744,84.3372502231
2025-07-22,CLX,1144,124.1274065635,142001.753108644,118.7426223213
2025-07-22,COR,464,290.7751780115,134919.68259733598,293.3060743624
2025-07-22,DVA,1000,146.05,146050.0,134.0
2025-07-22,EXPE,782,188.016912451,147029.225536682,172.811997445
2025-07-22,FFIV,456,297.82,135805.91999999998,294.98
2025-07-22,FOXA,2438,55.3851882956,135029.0890646728,55.4743434904
2025-07-22,FTNT,1312,104.81,137510.72,102.25999999999999
2025-07-22,GDDY,674,169.4,114175.6,172.7
2025-07-22,HD,371,364.0454066153,135060.8458542763,353.0839150851
2025-07-22,JBL,626,220.5494335219,138063.9453847094,216.6845254087
2025-07-22,KMB,1147,124.5835949117,142897.3833637199,123.5315398476
2025-07-22,LYV,987,150.97,149007.38999999998,131.68
2025-07-22,MA,240,556.2056427588,133489.354262112,559.613925505
2025-07-22,MMM,962,148.4058362817,142766.4145029954,136.7366310396
2025-07-22,MSI,324,417.8133193416,135371.5154666784,412.40742592899994
2025-07-23,APP,401,362.12,145210.12,342.53
2025-07-23,CL,1682,87.1194244676,146534.8719545032,84.3372502231
2025-07-23,CLX,1144,125.7055404888,143807.1383191872,118.7426223213
2025-07-23,COR,464,291.2416569468,135136.1288233152,293.3060743624
2025-07-23,DVA,1000,151.32,151320.0,134.0
2025-07-23,EXPE,782,190.7462542439,149163.57081872982,172.811997445
2025-07-23,FFIV,456,300.62,137082.72,294.98
2025-07-23,FOXA,2438,55.9399317305,136381.55355895899,55.4743434904
2025-07-23,FTNT,1312,105.06,137838.72,102.25999999999999
2025-07-23,GDDY,674,167.13,112645.62,172.7
2025-07-23,HD,371,369.2851642265,137004.7959280315,353.0839150851
2025-07-23,JBL,626,228.8484997806,143259.1608626556,216.6845254087
2025-07-23,KMB,1147,123.4623522233,141611.3180001251,123.5315398476
2025-07-23,LYV,987,153.67,151672.28999999998,131.68
2025-07-23,MA,240,559.5204197478,134284.900739472,559.613925505
2025-07-23,MMM,962,148.0328586508,142407.6100220696,136.7366310396
2025-07-23,MSI,324,418.7059344991,135660.7227777084,412.40742592899994
2025-07-24,APP,401,359.94,144335.94,342.53
2025-07-24,CL,1682,86.7858215358,145973.7518232156,84.3372502231
2025-07-24,CLX,1144,125.6959760408,143796.19659067522,118.7426223213
2025-07-24,COR,464,288.2740569118,133759.1624070752,293.3060743624
2025-07-24,DVA,1000,144.77,144770.0,134.0
2025-07-24,EXPE,782,189.0490998927,147836.3961160914,172.811997445
2025-07-24,FFIV,456,301.93,137680.08000000002,294.98
2025-07-24,FOXA,2438,55.7418090751,135898.5305250938,55.4743434904
2025-07-24,FTNT,1312,104.77,137458.24,102.25999999999999
2025-07-24,GDDY,674,166.29,112079.45999999999,172.7
2025-07-24,HD,371,366.0863608908,135818.0398904868,353.0839150851
2025-07-24,JBL,626,218.1226307531,136544.7668514406,216.6845254087
2025-07-24,KMB,1147,123.4816839938,141633.49154088862,123.5315398476
2025-07-24,LYV,987,152.89,150902.43,131.68
2025-07-24,MA,240,560.9239739684,134621.753752416,559.613925505
2025-07-24,MMM,962,146.5409481274,140972.39209855878,136.7366310396
