strategy,train_sharpe_to_2020,test_sharpe_2021_2026,test_cumulative_return_2021_2026,test_max_drawdown_2021_2026,selected_by_train
base_equal_top10,1.1071688917888445,1.3002731638771643,0.4646362382983731,-0.03605106641539657,True
improved_2_expanding_trend_stop_take_top10,0.6268701120961369,0.958808521341214,0.5854316465316265,-0.057542151724853885,False
improved_1_expanding_trend_top10,0.570356660087479,1.3358607388984036,1.0311762186360913,-0.05244101205198848,False
improved_3_dynamic_ic_weights_stop_take_top10,0.541181718286339,0.9841807062979293,0.5743193584047994,-0.10473428704491528,False
