strategy,strategy_label,annualized_return_approx,sortino_ratio,calmar_ratio,max_drawdown
base,Base (full-sample trend),0.07231351718914647,1.9032701951456918,0.9957715364454673,-0.07262059071027349
improved_1,Imp 1 (expanding trend),0.13121319907186196,1.6934225969676986,0.8317255302431753,-0.1577602157210427
improved_2,Imp 2 (+stops 10/20%),0.10455658385154423,1.7487109943483183,0.80236633679206,-0.1303102822952067
improved_3,Imp 3 (+dyn IC weights),0.10181060586921852,1.718371290835733,0.7203654255646499,-0.14133188831129073
improved_4,Imp 4 (walk-fwd 5/30%),0.10482782985415556,2.94278258959995,1.4236545528197946,-0.07363291161224883
improved_5,Imp 5 (regime filter) ✗,0.07958929937685894,2.1732977752216445,0.7109492194234274,-0.11194793833715022
improved_6,Imp 6 (HZZ trend),0.0734640292727728,2.858597095318453,0.9141113018405412,-0.08036661304247605
improved_8,Imp 8 (eq-wt top-20),0.1371082741768921,2.589858950897888,1.2529560698733835,-0.10942783827269176
