name,n_months,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,avg_positions,weights,top_n,trend_col,regime_filter,stop_loss,take_profit,max_per_sector,volatility_penalty,assignment_scope,notes
value_quality_heavy_top10,240,0.006047401024813025,0.019850760477761895,0.0725688122977563,0.06876505143272768,1.0553153205847565,4.719513589048998,4.026877335684826e-06,3.0587533865179415,-0.13405125654428718,0.09189206462601224,-0.05606901816630592,4058753.386517942,3.0587533865179424,7.995833333333334,"{""roe"": 0.35, ""pe"": 0.35, ""momentum"": 0.15, ""trend"": 0.15}",10,trend_z,False,,,,0.0,True,Weight test: emphasize fundamentals.
base_equal_top10,240,0.006613295505383575,0.022519248987618708,0.07935954606460291,0.07800896678969921,1.0173131286117998,4.549562619957943,8.555046043555033e-06,3.585175543843378,-0.15448078618426098,0.1326235630471293,-0.08478320311873275,4585175.54384338,3.5851755438433806,7.995833333333334,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",10,trend_z,False,,,,0.0,True,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend."
equal_top5,240,0.0045880598557128905,0.01641807059887457,0.05505671826855468,0.05687386487900708,0.9680495318136337,4.329249117444262,2.2017165951481367e-05,1.906694881021163,-0.09182006753953442,0.0888590149920146,-0.05290483662153056,2906694.881021172,1.906694881021172,4.0,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",5,trend_z,False,,,,0.0,True,"Concentration test: same score, fewer names."
trend_momentum_heavy_top10,240,0.00675696978152732,0.024440618460135607,0.08108363737832784,0.08466478588272137,0.9577020308141546,4.282973686180097,2.673007499219774e-05,3.6952842092580758,-0.17556179080234835,0.15759680774982532,-0.09152847605170278,4695284.209258075,3.695284209258075,7.995833333333334,"{""roe"": 0.2, ""pe"": 0.2, ""momentum"": 0.3, ""trend"": 0.3}",10,trend_z,False,,,,0.0,True,Weight test: emphasize price-based signals.
trend_heavy_top10_regime,240,0.005507163718818494,0.02076848597109824,0.06608596462582193,0.0719441457964472,0.9185732055642173,4.107984259902956,5.485407623830879e-05,2.549961301413203,-0.12450688671979082,0.072213834791565,-0.10026814720170281,3549961.3014132,2.5499613014132,6.625,"{""roe"": 0.2, ""pe"": 0.2, ""momentum"": 0.3, ""trend"": 0.3}",10,trend_z,True,,,,0.0,True,Combined price-signal overweight and market-regime filter.
base_top10_stop10_take20,240,0.005431026729529999,0.02078802230460843,0.06517232075436,0.07201182164091371,0.9050225264310234,4.047383780536737,6.997989870506718e-05,2.486751016984321,-0.1591063964467584,0.08226082794525355,-0.08155908339159261,3486751.016984325,2.486751016984325,7.995833333333334,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",10,trend_z,False,0.1,0.2,,0.0,True,Risk management test: Backtrader stop-loss/take-profit improvement; vector curve is a monthly screening approximation.
base_equal_top10_regime,240,0.005173145698927911,0.01998156306295523,0.06207774838713493,0.0692181648793601,0.8968418694042212,4.010798770111655,8.095296598183224e-05,2.2904883253093216,-0.13273433504612853,0.06839045547795754,-0.09444148813903559,3290488.3253093166,2.2904883253093167,6.620833333333334,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",10,trend_z,True,,,,0.0,True,Risk filter: trade only when S&P 500 is above its 10-month moving average.
top5_regime_stop10_take20,240,0.002685231197412442,0.013389166573163785,0.032222774368949304,0.0463814335514451,0.6947343344445924,3.106946396242365,0.002118921856723409,0.8631924953631578,-0.101524315106163,0.03727884721803731,-0.045475862079109294,1863192.4953631598,0.8631924953631598,3.3125,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",5,trend_z,True,0.1,0.2,,0.0,True,"Combined concentration, regime, and Backtrader stop/take-profit improvement."
