month,base,improved_1,improved_2,improved_3,improved_4,improved_5,improved_6,improved_8
2019-06-30,-0.0630794047832968,-0.0689301639982407,-0.0689301639982407,-0.0689301639982407,-0.0689301639982407,-0.0689301639982407,-0.0673417245385497,-0.0689301639982407
2019-07-31,-0.01658995977514465,-0.013128152166957952,-0.013128152166957952,-0.013128152166957952,-0.013128152166957952,-0.013128152166957952,-0.019390171442024554,-0.013128152166957952
2019-08-31,0.017275823064060933,0.018091627240523933,0.018091627240523933,0.018091627240523933,0.018091627240523933,0.018091627240523933,0.011341627361029432,0.018091627240523933
2019-09-30,0.005022640970956203,0.019784537548587604,0.021710789493235204,0.0049708440358889015,0.0166964607209703,0.018405637161080103,-0.013233265265831996,0.005861590036402603
2019-10-31,-0.012346279004310656,-0.009219821138663455,-0.008102337742569356,0.0011164049834971462,-0.007939367146677955,-0.007330765318519955,-0.014359974023065155,0.0029345321675259446
2019-11-30,-0.028618534083070506,-0.011633561866571406,-0.012257004343512005,-0.004475500735831306,-0.017829167140566107,-0.017049286144243305,-0.014713553592240407,-0.0048603122797504054
2019-12-31,-0.024845540105704892,-0.02171443486163059,-0.021901598930028392,-0.013526303735132592,-0.02456130749309349,-0.02437082322516209,-0.01487737994754959,-0.02172508507193709
2020-01-31,-0.027034639505422235,0.0016280928190489652,0.0016280928190489652,0.0016280928190489652,0.0016280928190489652,0.0016280928190489652,-0.021403438853573736,0.0016280928190489652
2020-02-29,0.038855493586393425,0.003060029326345623,0.025778042798952225,0.04419352511841742,0.04916348915754822,0.08411048363840312,0.07645785900949573,0.03411048363840312
2020-03-31,0.20956802596997823,0.23992618129781892,0.2222352260154115,0.2712796376959047,0.21796168418100814,0.12511928240892822,0.20516651175653883,0.2671646182176413
2020-04-30,-0.1027896009541637,-0.0557887134211741,-0.05829014368057689,-0.06853342189045969,-0.07780472014634879,-0.1268440381652789,-0.09166023585836439,-0.062068358930122094
2020-05-31,-0.03592807129196482,-0.02894214532326272,-0.02873523166622472,-0.02642410069314352,-0.04650060408644312,-0.04669373761929152,-0.05700466784878932,-0.05851820223446352
2020-06-30,0.0022845146549622906,0.0637262349557954,0.04368665219718869,0.03977563195557189,0.03657996323823449,0.04530278884697449,0.00902910655177419,0.04379358878317809
2020-07-31,-0.04280199571900477,-0.020352466423772766,-0.020202748695843264,-0.020272350103636864,-0.03286482406268547,-0.029547443985670867,-0.023659330414705866,-0.010837119123700466
2020-08-31,-0.07396192066929795,-0.09351470677140875,-0.11680734191551286,-0.10222050004019866,-0.09939035273484935,-0.10365633011573674,-0.08535051556699995,-0.11565714482841324
2020-09-30,0.027502258501377556,0.039304072977760805,0.035250121640931754,0.026831061797138355,0.029175282101274957,0.027662097510426555,0.027944121740842556,0.012296033667724655
2020-10-31,0.04421327107379712,0.05611334828311222,0.05471155259085722,0.060052496107855916,0.05614143037454222,0.060477892207947616,0.03793465823575202,0.08478472434493682
2020-11-30,-0.09832882625850509,-0.08064515625827878,-0.08563527126724439,-0.0865443866122658,-0.0792886374879802,-0.07512218271759488,-0.08993025859618609,-0.06844694250775568
2020-12-31,-0.039252363552583706,-0.04884094314713891,-0.03641832850681201,-0.044183105127195206,-0.04730289518419831,-0.04875698699793451,-0.04599423959125961,-0.05830286511477441
2021-01-31,0.026490404013491172,0.03420663916351177,0.03107077922576137,0.003276128320120371,0.048798768167255174,0.05424091533362037,0.02010265066519127,0.05463847418702277
2021-02-28,-0.021276743812800994,-0.039167896482890194,-0.04271493464379829,-0.023357860463007692,-0.05418815185185069,-0.058080335009585496,-0.032671173855937895,-0.06724286217505598
2021-03-31,-0.029826424019798355,-0.016910367352533456,-0.008353388711062858,-0.016428521037147554,-0.028541961853983354,-0.026553265999191254,-0.016961820158266656,-0.014042433863247255
2021-04-30,-0.053816429794653106,-0.05817594090070491,-0.06431904907337231,-0.05922447815276861,-0.0669791373995741,-0.069029306953284,-0.0697700436977741,-0.0645683755824898
2021-05-31,0.002817070104612929,-0.007973807430693071,-0.007471433240175171,0.00705558315877723,-0.00985810745603707,-0.010484327173481571,-0.00678897048420167,-0.02044715956849707
2021-06-30,-0.017635007964972648,-0.018188889018953047,-0.022764469611935248,-0.014964790055386347,-0.020829984220585046,-0.02063073140202345,-0.019293297387667847,-0.03700313821106255
2021-07-31,-0.02029301821847741,-0.018479135048374108,-0.018412826739213108,-0.014547595948520408,-0.03550829539022381,-0.03734243431178971,-0.022424253779969608,-0.02545230755963291
2021-08-31,-0.04339779526365793,-0.05246528652781424,-0.051702882275531034,-0.055653037146465634,-0.04573133433464194,-0.04817328902297023,-0.042273797401775136,-0.06648788827035414
2021-09-30,0.0644137333198747,0.1011374941263417,0.1021634284827467,0.0885889640666882,0.0843905992476076,0.0898666938853529,0.064844151101964,0.1156521469923735
2021-10-31,-0.07365295820638311,-0.08177606095188271,-0.08066764127099141,-0.06760687422628871,-0.0732601207442734,-0.0738474531312895,-0.0733872884287651,-0.075577040744619
2021-11-30,0.012215208878237559,0.032562734736730256,0.022506273197314658,0.05903182015022286,0.011940467490896958,0.01245753060602706,0.006513003757660659,0.01537579556467546
2021-12-31,-0.04803157837574236,-0.06074632747437436,-0.07272745044777716,-0.06401193111198156,-0.05458769989265806,-0.05615457709807456,-0.05195064069177806,-0.03980526694828036
2022-01-31,0.05717565413398486,0.05357721495246035,0.047313230780640154,0.022578045559736155,0.052072548583868956,0.051998432470390356,0.05219675743481855,0.04736285875076886
2022-02-28,0.030448974239451688,0.033829955023988084,0.029187210193342687,0.029139508916871885,0.03507638544808939,0.031360491945908286,0.02650311348646449,0.037371247577083586
2022-03-31,-0.047376633250122355,-0.056435779268712655,-0.05778323745145325,-0.05026051701134275,-0.06110654244028625,-0.06487922904794216,-0.056813837530469855,-0.06792928695523126
2022-04-30,0.09553033732106615,0.13131826533564456,0.12586351113594055,0.08404106849690966,0.11878562688389097,0.08795671180434306,0.12238105930181195,0.12531480660430516
2022-05-31,-0.030757063013915835,-0.05249418975663304,-0.028814829265477234,-0.038127649418065235,-0.025236681722707537,-5.317770464463578e-05,-0.021993788621049636,-0.046807894685759036
2022-06-30,0.11359920536066312,0.16422718363017663,0.14898213583150882,0.13097179523568311,0.10859428889657662,0.08391999993382682,0.06599396976410732,0.142706140176865
2022-07-31,-0.09250595481041612,-0.05834053053238302,-0.07790460325234162,-0.09646675684402642,-0.09148421931907502,-0.09111639173021002,-0.09881936875599612,-0.10696979277507593
2022-08-31,0.018476755328184068,0.005863341362140867,0.007920649043113168,0.003761273782335768,0.01830406042904307,0.04244012827299837,0.025737491216661166,0.0018666846355718664
2022-09-30,0.11271142873844697,0.14687737016555086,0.14740488559745157,0.14698147357710328,0.15099365669846357,0.09339567201327437,0.13234863148246426,0.17842995790151206
2022-10-31,-0.0578982877383505,-0.0625630233518625,-0.0713015172945198,-0.0614469018170757,-0.0930712598592581,-0.0798634138370089,-0.0779344136775128,-0.073401614614996
2022-11-30,-0.06516144209796221,-0.08239889000043252,-0.0809163466677972,-0.07238279155227051,-0.07649553639880911,-0.08124999989947951,-0.06917807000514051,-0.09589997675522521
2022-12-31,0.06270362610090717,0.06609818634683627,0.06665382762563236,0.07665968206025267,0.06613479534741126,0.05897147407473047,0.06554767145342867,0.07704118962723937
2023-01-31,-0.06564651874781,-0.0691629182283459,-0.0845872900704972,-0.0898749320512862,-0.06766720190716209,-0.0689900581863996,-0.0613779936762369,-0.085700905758304
2023-02-28,0.03549398561479098,0.04402974390529038,0.043334190730410185,0.03727082063608778,0.03305273122468758,0.03461636449014218,0.016205299810676282,0.04393182965745488
2023-03-31,-0.035352189384238585,-0.03562085568981488,-0.03986413547627248,-0.02475683343293078,-0.036575021256638585,-0.036915350633004385,-0.04690367622989668,-0.023208154479585283
2023-04-30,-0.025946815249769918,-0.03605691334715731,-0.04138649620844721,-0.03751326676912102,-0.02863259702292892,-0.03176385478843582,-0.011005500066812618,-0.03422556988586432
2023-05-31,0.020042664276913428,0.040628632860410525,0.04472509098917933,0.03503383669648313,0.047608723956258425,0.05901525717317213,0.033817108779763426,0.09709964399744163
2023-06-30,-0.05312856937381894,-0.04296626025280255,-0.04099169796852954,-0.03559599627105155,-0.04452908034097035,-0.040196057609258345,-0.032637263474943445,-0.04519653708382494
2023-07-31,-0.02993421726934876,-0.02890119257290806,-0.03407920796628866,-0.017573647668707865,-0.03312404368477876,-0.03353969955898806,-0.029002323022475462,-0.042959530957880764
2023-08-31,0.007657447268873416,-0.0009486835217092857,-0.0038864139842803846,-0.00042686999451148344,-0.0006069294992388855,-0.004452821674144684,0.0010926960829692155,-0.0017019225134145832
2023-09-30,0.045008750402540786,0.04177367442584429,0.03685117512894488,0.035126568661447685,0.04030369237900649,0.03849727459432378,0.030133623678153285,0.028710835850064984
2023-10-31,0.05208978717121665,0.07852467812742214,0.08791949478044794,0.06841080872350645,0.07735806440398416,0.02197968873798295,0.06583344514245926,0.11088975714177066
2023-11-30,-0.06897131445982793,-0.052179419658008035,-0.04368316158606933,-0.05723322983006363,-0.046131924103467635,-0.03389554114409323,-0.06090704758041023,-0.01772916267151474
2023-12-31,-0.013167395816931927,0.011722654422806074,-0.01295017877014213,-0.022507409938956426,-0.021630488555532425,-0.015543230304853526,-0.020273915696697727,0.004627247101796773
2024-01-31,0.023051184618000486,0.05260593792982658,0.028977002806700985,-0.010224443546997815,0.019475141626312482,0.028737042076650884,0.011686888835817984,0.04461175801802519
2024-02-29,-0.03758653382032757,-0.027548521984725568,-0.01869491443231347,-0.025238460874954467,-0.014441807635264668,-0.00509736734982217,-0.01686111749868007,0.009897572812573828
2024-03-31,-0.04237226388369267,-0.050245178420143866,-0.06023237728302426,-0.051689172624528365,-0.05264648835356206,-0.05782626583517736,-0.043194337613265965,-0.07524307713238387
2024-04-30,0.04776373711942849,0.05211102576568859,0.05355252728201639,0.05553709756238819,0.05232415041682209,0.05495959535309769,0.0802828035079253,0.06812534222181299
2024-05-31,-0.0428344763717699,-0.0392054065663821,-0.0256507922622513,-0.0084672430420848,-0.04795734551881745,-0.047941840614045404,-0.0542899394955368,-0.054299512913435
2024-06-30,-0.03714200328995058,-0.03885665187474978,-0.038706094973217475,-0.02140310832865908,-0.04002743915448978,-0.04132845806374198,-0.03040653416922048,-0.03966169646758248
2024-07-31,-0.0023016325507973483,0.003980464663917051,-0.011552123773207048,-0.010146385788984849,-0.007595731478731448,-0.006684966619322749,-0.02811913423291855,0.0035974014266991518
2024-08-31,-0.009135010562870968,0.0002628523958019338,-0.017483471192754067,-0.03186802779801617,-0.019397672933426067,-0.018561325588942666,-0.033677219350875566,-0.013312763305867666
2024-09-30,-0.023830896538855676,-0.026267514985706973,-0.016636155052702675,-0.022037064131459276,-0.020202830581805754,-0.02020427140828986,-0.023212970872458875,-0.012202011472808874
2024-10-31,0.031518086395275716,0.04610381948350701,0.03240907155677751,0.051008284699051415,0.04539479518179471,0.05399598693682281,0.05161787563516621,0.06837552310845071
2024-11-30,-0.07659294089623633,-0.08915232407691914,-0.08108348056264694,-0.08525711943202113,-0.07312807424484953,-0.07680093835576063,-0.07249746966975573,-0.09863112648597203
2024-12-31,0.03827732433591003,0.047212228694620134,0.053007979677183625,0.04603145320247863,0.03388092795083783,0.03598521493668793,0.02754292705021153,0.02920610177197263
2025-01-31,-0.0297827026018583,-0.0316025136937474,-0.0227544277565832,-0.0184953775805521,-0.0217800345026747,-0.0205541839080705,-0.0315723057112099,-0.0228212590391336
2025-02-28,-0.004331378198722074,-0.016605798929575272,-0.008526162828440674,-0.010323955614541972,0.0007630180477896254,-0.002372275263874773,0.0031161352847701267,-0.016071961935179672
2025-03-31,0.06277106721196898,0.06633489003078498,0.022828688503025676,0.01548973868491748,0.034459151730104276,0.05754469768137538,0.04229565902972278,0.007544697681375376
2025-04-30,0.018911771182516524,0.026541112424297526,0.022083572410945426,0.025107279758664225,0.029660637886178325,0.007624943346289825,0.023194631889587425,0.04560949351952093
2025-05-31,-0.06005972961563729,-0.05908844525588979,-0.05953217381353089,-0.04761004359041799,-0.05246295223362319,-0.05033720642035719,-0.05092981771756319,-0.04371432313617729
2025-06-30,-0.05404793130452802,-0.05698700213787082,-0.05809872332981372,-0.04273692649293912,-0.06347684865163122,-0.06669485339579782,-0.05130496644980252,-0.044730146255851824
2025-07-31,-0.014448080410367698,-0.009635441990000198,-0.003350859894200097,-0.009196394183559498,-0.0032611707598993976,0.0010833348907999009,-0.002932247541102797,0.0162474525140444
2025-08-31,0.017301919000951176,0.04126083902971818,0.024418975646475577,0.020122953610389377,0.04092929663496718,0.054775996438630584,-0.004771646898267822,0.09631784804762668
2025-09-30,-0.03885786598984509,-0.041053662338991895,-0.041954998025171,-0.035660991248473696,-0.04113151027194079,-0.042379751916477595,-0.029818269480344592,-0.057339432158474396
2025-10-31,-0.0224871680307205,-0.0223623763343483,-0.031849437398264596,-0.0324049225393084,-0.0325468081490735,-0.0346810059622599,-0.0356536277546304,-0.040134437851756
2025-11-30,-0.0003995426135825898,0.0001627174799062102,-0.00109385531745449,0.0049870477912089105,-0.0010740960475820898,-0.0010246888541637898,0.00017344399818231015,-0.01110434210659609
2025-12-31,0.024544668999653376,0.039527929920810174,0.033896231475521676,0.04490158329800488,0.06685449782372027,0.08138210317522998,0.045209245691894474,0.09429878450805668
2026-01-31,-0.004122945081095886,0.001604428921453814,-0.004562322524289186,0.003141773079003516,-0.012328008086136086,-0.012057501220124785,0.002315271205947614,-0.015195498970883086
2026-02-28,7.858512441892562e-05,-0.005000752883693274,-0.014865189829683573,-0.018489740545068575,-0.008674991331526775,-0.012183713538424176,-0.008616187562293275,-0.03750880463088437
2026-03-31,0.1032561337219548,0.1346250688164242,0.1144405161891609,0.123339324780091,0.1311574066382441,0.050932690968577,0.0702800871969628,0.1410249045492479
2026-04-30,-0.05713860527866684,-0.031084856412671738,-0.05589022277381274,-0.05761815749923274,-0.04279014400851504,-0.024147126339027644,-0.05046019122795534,-0.025715669447098632
2026-05-31,-0.05147035515724263,-0.05147035515724263,-0.05147035515724263,-0.05147035515724263,-0.05147035515724263,-0.05147035515724263,-0.05147035515724263,-0.05147035515724263
