name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,backtrader_frequency,stop_loss,take_profit,final_value,total_return
backtrader_daily_improved_3_dynamic_ic_weights_stop_take_top10,daily,5030,,0.00020082471238014083,0.0038869801811598896,,,0.050607827519795485,0.06170389746231515,0.8201723003105852,3.664281415213589,0.0002505890882814825,1.6433538840745623,-0.1557780624058257,0.046710809611613335,-0.04218711559309385,daily,0.1,0.2,2643353.8840745627,1.6433538840745627
