simulation,annualized_sharpe,final_equity,strategy_sharpe,p_value
274,0.6215506275112882,3244573.4107164945,0.6788065184942079,0.171
275,0.4699185537508639,2558403.623408153,0.6788065184942079,0.171
276,0.604550879752314,3078815.0184867755,0.6788065184942079,0.171
277,0.5536573819321238,2813972.6431417735,0.6788065184942079,0.171
278,0.8794240941055427,3910848.574950207,0.6788065184942079,0.171
279,0.5287492936390725,2907049.281950883,0.6788065184942079,0.171
280,0.5269783238557876,2924512.2802339895,0.6788065184942079,0.171
281,0.7771559816442911,4029341.3319209423,0.6788065184942079,0.171
282,0.6385127367461501,3286322.108664042,0.6788065184942079,0.171
283,0.5078896683648119,2993340.1983889025,0.6788065184942079,0.171
284,0.7334468656302469,3617534.929148905,0.6788065184942079,0.171
285,0.5893521698696131,2944322.5396518596,0.6788065184942079,0.171
286,0.7233871185070568,3550856.4463417064,0.6788065184942079,0.171
287,0.5694521706928409,2996448.1391216046,0.6788065184942079,0.171
288,0.6399893756688283,3371078.118614021,0.6788065184942079,0.171
289,0.6956461284605968,3416329.8045747727,0.6788065184942079,0.171
290,0.5312061155097557,2809643.637007053,0.6788065184942079,0.171
291,0.6885985471760616,3388473.5042229556,0.6788065184942079,0.171
292,0.5393867992680448,3025665.3380946247,0.6788065184942079,0.171
293,0.682075042760121,3372381.957815575,0.6788065184942079,0.171
294,0.672047974074783,3104055.8615667843,0.6788065184942079,0.171
295,0.601512410833835,3037180.2431461103,0.6788065184942079,0.171
296,0.5099305578246981,2780320.6844599256,0.6788065184942079,0.171
297,0.6130880473387871,2993589.318400253,0.6788065184942079,0.171
298,0.5939665763778286,2781353.4978533387,0.6788065184942079,0.171
299,0.6326804829853482,2994047.825549266,0.6788065184942079,0.171
300,0.5532182000998044,2911297.1704723197,0.6788065184942079,0.171
301,0.6592501715377679,3439501.436584712,0.6788065184942079,0.171
302,0.5999735859679712,3067691.0247856807,0.6788065184942079,0.171
303,0.6491877065060386,3185787.996651743,0.6788065184942079,0.171
304,0.7168585283677537,3677678.3441374414,0.6788065184942079,0.171
305,0.7074329427997198,3571266.2232155353,0.6788065184942079,0.171
306,0.5331225556462544,2900603.372662829,0.6788065184942079,0.171
307,0.5285516960644706,2819818.1583487536,0.6788065184942079,0.171
308,0.7111207659546522,3624699.0207140497,0.6788065184942079,0.171
309,0.6701358744587194,3377255.344245375,0.6788065184942079,0.171
310,0.5724429502108818,3080953.217411074,0.6788065184942079,0.171
311,0.5233860845482547,2633289.3609099463,0.6788065184942079,0.171
312,0.5545806522449739,3036934.8274610206,0.6788065184942079,0.171
313,0.5355434400798246,2952723.3932034145,0.6788065184942079,0.171
314,0.6355316573407181,3188580.874628287,0.6788065184942079,0.171
315,0.6095572779021075,3163301.722820029,0.6788065184942079,0.171
316,0.6870416587454832,3280614.899641365,0.6788065184942079,0.171
317,0.5978213480836759,2915708.6246267636,0.6788065184942079,0.171
318,0.6123605663763966,3371215.543043547,0.6788065184942079,0.171
319,0.6772517136173277,3403444.3006009995,0.6788065184942079,0.171
320,0.5298638956487416,2910859.650993006,0.6788065184942079,0.171
321,0.6373596322310555,3391275.2530398695,0.6788065184942079,0.171
322,0.597711231200948,3412906.994076087,0.6788065184942079,0.171
323,0.6083917824116369,3109302.770085844,0.6788065184942079,0.171
324,0.6446552354067653,3346800.7062938814,0.6788065184942079,0.171
325,0.6448366678767135,3221438.372515391,0.6788065184942079,0.171
326,0.48970952645280114,2722032.3675247817,0.6788065184942079,0.171
327,0.5912732763040643,3185961.7347170147,0.6788065184942079,0.171
328,0.8195803457838488,3678858.8416189784,0.6788065184942079,0.171
329,0.5307734132592236,2924881.8430979885,0.6788065184942079,0.171
330,0.7266967001922452,3679987.777718318,0.6788065184942079,0.171
331,0.453919781095325,2483752.6664053905,0.6788065184942079,0.171
332,0.5043677165355278,2823432.9689611695,0.6788065184942079,0.171
333,0.5134202838150109,2893411.630761488,0.6788065184942079,0.171
334,0.5355407698837252,2844827.479916323,0.6788065184942079,0.171
335,0.5733458239459734,2981527.012069827,0.6788065184942079,0.171
336,0.5169481694700965,2796099.3115324583,0.6788065184942079,0.171
337,0.6874482620347949,3366184.5871187486,0.6788065184942079,0.171
338,0.41870796702190455,2395286.527693862,0.6788065184942079,0.171
339,0.6219071541121571,3056117.578062598,0.6788065184942079,0.171
340,0.48701392464964877,2740894.5509408847,0.6788065184942079,0.171
341,0.4006406662046339,2224002.303612865,0.6788065184942079,0.171
342,0.7014086516202466,3436730.1979300133,0.6788065184942079,0.171
343,0.516103120158563,2786260.2955904007,0.6788065184942079,0.171
344,0.7222503325259706,3438850.9679736034,0.6788065184942079,0.171
345,0.7152451490016085,3731961.443703278,0.6788065184942079,0.171
346,0.6289410496569716,3328740.6937692943,0.6788065184942079,0.171
347,0.6957630080189068,3446074.388035817,0.6788065184942079,0.171
348,0.4316621781815117,2481249.9971091067,0.6788065184942079,0.171
349,0.7019390384314689,3340121.6814559726,0.6788065184942079,0.171
350,0.6276781935849702,2958502.213855124,0.6788065184942079,0.171
351,0.5086418259379086,2740278.2887020265,0.6788065184942079,0.171
352,0.6447459371410815,3460915.1106726998,0.6788065184942079,0.171
353,0.5905680479681888,3126378.7875418924,0.6788065184942079,0.171
354,0.4907922832874157,2874521.5285288114,0.6788065184942079,0.171
355,0.6114073663882759,2949921.930663054,0.6788065184942079,0.171
356,0.4604137289090385,2448693.8835876994,0.6788065184942079,0.171
357,0.6003563995409038,2992476.592148844,0.6788065184942079,0.171
358,0.5383085086872171,2804067.3520042812,0.6788065184942079,0.171
359,0.5418391367477904,2877812.1708255457,0.6788065184942079,0.171
360,0.6068598492161904,3200148.8184790257,0.6788065184942079,0.171
361,0.5484915341810962,2801468.778275269,0.6788065184942079,0.171
362,0.7066389676106434,3627350.7072708444,0.6788065184942079,0.171
363,0.5520196778491869,3038169.224282784,0.6788065184942079,0.171
364,0.6980289161776023,3572258.3883558516,0.6788065184942079,0.171
365,0.6197944901068524,3130572.210913497,0.6788065184942079,0.171
366,0.5028120683242763,2643093.0982305864,0.6788065184942079,0.171
367,0.6668812541326075,3328978.5153445783,0.6788065184942079,0.171
368,0.5582138744157893,3152504.9525338765,0.6788065184942079,0.171
369,0.6644720780244564,3312624.201320947,0.6788065184942079,0.171
370,0.6375124744770555,3260144.930068782,0.6788065184942079,0.171
371,0.5748030858657615,3054597.9064374818,0.6788065184942079,0.171
372,0.6859997090815109,3044225.511494718,0.6788065184942079,0.171
373,0.6297382046785079,3168274.9467478446,0.6788065184942079,0.171
