name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,avg_positions,weights,top_n,trend_col,weight_method,weight_lookback_months,weight_min_periods,weight_shrink_to_equal,min_factor_weight,max_factor_weight,regime_filter,stop_loss,take_profit,assignment_scope,notes
improved_3_dynamic_ic_weights_stop_take_top10,monthly,240,240,0.00427745948269981,0.02182883325218561,0.00427745948269981,0.02182883325218561,0.05132951379239772,0.07561729652546889,0.6788065184942079,3.0357150378460345,0.0026653106683386684,1.6352213784912024,-0.14133188831129073,0.1461603552869765,-0.07760233950046913,2635221.3784911986,1.6352213784911989,4.25,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",10,trend_expanding_z,rolling_rank_ic,60,24,0.5,0.1,0.45,False,0.1,0.2,False,Improved 3: builds on improved 2 and uses past-only rolling rank-IC weights with shrinkage and caps.
