name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,avg_positions,weights,top_n,trend_col,weight_method,weight_lookback_months,weight_min_periods,weight_shrink_to_equal,min_factor_weight,max_factor_weight,regime_filter,stop_loss,take_profit,assignment_scope,notes
improved_2_expanding_trend_stop_take_top10,monthly,240,240,0.004392828696540582,0.020817917633762312,0.004392828696540582,0.020817917633762312,0.05271394435848698,0.07211538209892077,0.7309667206114111,3.2689825531544243,0.0012381930940316198,1.7214426688934785,-0.1303102822952068,0.09711594360648335,-0.07155060961756601,2721442.6688934793,1.7214426688934794,4.25,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",10,trend_expanding_z,static,60,24,0.5,0.1,0.45,False,0.1,0.2,False,Improved 2: builds on improved 1 and adds 10% stop-loss plus 20% take-profit risk exits.
