name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,backtrader_frequency,stop_loss,take_profit,final_value,total_return
backtrader_daily_improved_2_expanding_trend_stop_take_top10,daily,5030,,0.0002184377700142389,0.003935470905847777,,,0.055046318043588206,0.06247366385281985,0.881112370378508,3.9365431900956995,8.37805006484603e-05,1.8853352649395587,-0.1397337752071547,0.03416970357539162,-0.04718689749563498,daily,0.1,0.2,2885335.2649395666,1.8853352649395667
