strategy_label,strategy_name,cost_scenario,annualized_sharpe,annualized_return_approx,annualized_volatility,max_drawdown,cumulative_return,final_equity,total_cost_dollars,avg_round_trip_bps,sharpe_drop_vs_zero
improved_4,improved_4_walkforward_stop_take_top10,zero,0.7968352955066104,0.05285069755147011,0.06632574868294305,-0.07363291161224894,1.7515508645770645,2751550.864577062,0.0,,
improved_4,improved_4_walkforward_stop_take_top10,central,0.7756949297151273,0.05204387632374857,0.06709322741462495,-0.07497652208699213,1.7050108645770643,2705010.8645770624,46540.0,10.290833333333333,0.02114036579148304
improved_4,improved_4_walkforward_stop_take_top10,pessimistic,0.7544467544611259,0.05122524706937059,0.06789776318404196,-0.07634225642074155,1.6584708645770654,2658470.8645770624,93080.0,20.581666666666667,0.04238854104548451
improved_6,improved_6_hzz_cross_sectional_trend_stop_take_top10,zero,0.8136121335447533,0.058475400062019706,0.07187134710891478,-0.11153778280894833,2.0535815889592945,3053581.588959291,0.0,,
improved_6,improved_6_hzz_cross_sectional_trend_stop_take_top10,central,0.7567154397293336,0.056517493471616616,0.07468790843204165,-0.11708778280894838,1.9250608571315468,2925060.857131543,117840.0,10.290833333333333,0.05689669381541962
improved_6,improved_6_hzz_cross_sectional_trend_stop_take_top10,pessimistic,0.6975568106325511,0.05429900712168878,0.0778416987606356,-0.12263778280894855,1.7855343197326565,2785534.319732656,234020.0,20.581666666666667,0.11605532291220211
