name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,evaluation_start,n_evaluation_periods,first_evaluation_period,last_evaluation_period,avg_positions,weights,top_n,trend_col,weight_method,weight_lookback_months,weight_min_periods,weight_shrink_to_equal,min_factor_weight,max_factor_weight,regime_filter,stop_loss,take_profit,assignment_scope,notes
improved_1_expanding_trend_top10,monthly,121,121,0.01093443325598851,0.032008713044406834,0.01093443325598851,0.032008713044406834,0.13121319907186213,0.11088143455561061,1.1833649122392482,3.757688278469884,0.00026620160270374583,2.51033302625508,-0.15776021572104293,0.11480689888889073,-0.10202990411789546,3510333.02625508,2.51033302625508,2016-05-31T00:00:00,121,2016-05-31T00:00:00,2026-05-31T00:00:00,8.429752066115702,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",10,trend_expanding_z,static,60,24,0.5,0.1,0.45,False,,,False,"Improved 1: same signals and weights as base, but trend uses expanding no-lookahead index regressions."
