month,ticker,is_buy,status,exectype,size,price,value,commission
2023-04-30,MRNA,False,Completed,0,-720,153.5,99640.79999999999,0.0
2023-04-30,SMCI,True,Completed,0,9385,10.657,100015.945,0.0
2023-04-30,WAT,False,Completed,0,-321,307.47,99092.7,0.0
2023-05-31,AON,False,Completed,0,-365,315.1833723927,100456.7739142745,0.0
2023-05-31,BLDR,True,Completed,0,1055,93.78,98937.9,0.0
2023-05-31,MAR,True,Completed,0,609,163.6981990984,99692.20325092561,0.0
2023-05-31,SMCI,False,Completed,0,-9385,10.544,100015.945,0.0
2023-06-30,AAPL,True,Completed,0,572,175.2598311833,100248.6234368476,0.0
2023-06-30,BKNG,True,Completed,0,1015,98.2944823548,99768.89959012199,0.0
2023-06-30,BLDR,False,Completed,0,-1055,115.65,98937.9,0.0
2023-06-30,MTD,False,Completed,0,-67,1324.88,99519.12,0.0
2023-07-31,AAPL,False,Completed,0,-572,191.1190213095,100248.6234368476,0.0
2023-07-31,KLAC,True,Completed,0,211,473.0120128834,99805.53471839741,0.0
2023-08-31,BKNG,False,Completed,0,-1015,115.5366206911,99768.89959012199,0.0
2023-08-31,BLDR,True,Completed,0,692,144.43,99945.56,0.0
2023-08-31,KLAC,False,Completed,0,-211,501.2246088192,99805.53471839741,0.0
2023-08-31,MA,True,Completed,0,257,387.4941784139,99586.00385237229,0.0
2023-09-30,BKNG,True,Completed,0,820,123.1260988642,100963.401068644,0.0
2023-09-30,BLDR,False,Completed,0,-692,146.65,99945.56,0.0
2023-09-30,MA,False,Completed,0,-257,407.233965145,99586.00385237229,0.0
2023-09-30,MSI,True,Completed,0,363,275.7792710241,100107.87538174831,0.0
2023-10-31,AAPL,True,Completed,0,591,169.096771494,99936.191952954,0.0
2023-10-31,AMGN,False,Completed,0,-442,246.0890782325,98610.6449192774,0.0
2023-11-30,AAPL,False,Completed,0,-591,168.8794996231,99936.191952954,0.0
2023-11-30,SMCI,True,Completed,0,4175,24.13,100742.75,0.0
2023-12-31,BLDR,True,Completed,0,745,133.64,99561.79999999999,0.0
2023-12-31,FTNT,True,Completed,0,1902,52.048,98995.296,0.0
2023-12-31,IT,False,Completed,0,-381,434.31999999999994,100603.05,0.0
2023-12-31,JBL,True,Completed,0,871,114.2307753847,99495.0053600737,0.0
2023-12-31,MAR,False,Completed,0,-609,198.0229053863,99692.20325092561,0.0
2023-12-31,SMCI,False,Completed,0,-4175,26.226,100742.75,0.0
2024-01-31,BLDR,False,Completed,0,-745,163.87,99561.79999999999,0.0
2024-01-31,CVNA,True,Completed,0,9444,10.322,97480.968,0.0
2024-01-31,JBL,False,Completed,0,-871,125.32645571870002,99495.0053600737,0.0
2024-01-31,ORCL,True,Completed,0,975,101.5903535752,99050.59473581999,0.0
2024-02-29,AAPL,True,Completed,0,548,181.9374309769,99701.7121753412,0.0
2024-02-29,CVNA,False,Completed,0,-9444,8.696,97480.968,0.0
2024-03-31,AAPL,False,Completed,0,-548,177.7774297596,99701.7121753412,0.0
2024-03-31,APA,False,Completed,0,-2936,27.5485574039,99912.76449140641,0.0
2024-03-31,BKNG,False,Completed,0,-820,136.7555089347,100963.401068644,0.0
2024-03-31,FTNT,False,Completed,0,-1902,69.09,98995.296,0.0
2024-03-31,LII,True,Completed,0,216,460.589096408,99487.24482412799,0.0
2024-03-31,NVDA,True,Completed,0,1264,79.9517560594,101059.01965908159,0.0
2024-03-31,SMCI,True,Completed,0,1154,88.188,101768.952,0.0
2024-03-31,VRSK,True,Completed,0,419,236.5862354318,99129.6326459242,0.0
2024-04-30,APA,True,Completed,0,3189,31.487973755599995,100415.14830660839,0.0
2024-04-30,SMCI,False,Completed,0,-1154,101.0,101768.952,0.0
2024-04-30,VRSK,False,Completed,0,-419,232.2473811959,99129.6326459242,0.0
2024-04-30,VST,True,Completed,0,1454,69.0915936034,100459.1770993436,0.0
2024-05-31,META,True,Completed,0,234,425.7494995329,99625.3828906986,0.0
2024-05-31,NVDA,False,Completed,0,-1264,85.0296507179,101059.01965908159,0.0
2024-05-31,VST,False,Completed,0,-1454,74.6880126852,100459.1770993436,0.0
