name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,backtrader_frequency,final_value,total_return
backtrader_improved_1_expanding_trend_top10,monthly,240,240,0.005826099118601987,0.024017694918282022,0.005826099118601987,0.024017694918282022,0.06991318942322385,0.0831997357583066,0.8403054262854888,3.757960110072583,0.0002153433234853202,2.7685781632628728,-0.17169205124004328,0.10872365543192886,-0.10518260730812068,monthly,3768578.163262875,2.768578163262875
