month,ticker,pnl,pnl_comm,bar_len
2010-07-31,IBM,-910.0671088536161,-910.0671088536161,1
2010-07-31,MO,1238.1356092280123,1238.1356092280123,1
2010-07-31,STX,-14387.543242876205,-14387.543242876205,1
2010-08-31,BA,7384.579542336902,7384.579542336902,2
2010-11-30,BMY,19695.459102526904,19695.459102526904,5
2010-11-30,HSY,7379.999955536609,7379.999955536609,5
2010-11-30,LMT,-9379.232784543612,-9379.232784543612,5
2010-11-30,NFLX,68190.67280925899,68190.67280925899,3
2010-12-31,IT,27645.120000000003,27645.120000000003,4
2010-12-31,STX,-8293.087788969995,-8293.087788969995,1
2011-01-31,CL,4665.887015058395,4665.887015058395,7
2011-01-31,CPB,448.8923619476981,448.8923619476981,7
2011-01-31,TER,16441.557063258802,16441.557063258802,1
2011-02-28,DECK,-8426.880000000008,-8426.880000000008,1
2011-02-28,LMT,13559.2856377242,13559.2856377242,1
2011-03-31,AMD,25513.61999999999,25513.61999999999,3
2011-03-31,HSY,12865.10885961211,12865.10885961211,1
2011-03-31,LRCX,9741.259002187993,9741.259002187993,1
2011-04-30,TPR,-4639.3729996055845,-4639.3729996055845,1
2011-05-31,CDNS,22431.400000000005,22431.400000000005,6
2011-05-31,CPB,362.12805115409947,362.12805115409947,2
2011-05-31,IBM,5533.473573921305,5533.473573921305,2
2011-05-31,LMT,-1430.0010722049994,-1430.0010722049994,1
2011-06-30,NFLX,13430.790140624991,13430.790140624991,1
2011-06-30,ROK,-4639.589490849007,-4639.589490849007,1
2011-06-30,TER,-1242.198238515206,-1242.198238515206,1
2011-08-31,BA,12141.708736006512,12141.708736006512,8
2011-08-31,CLX,19551.835961512603,19551.835961512603,7
2011-08-31,CPB,-3475.0651649677957,-3475.0651649677957,2
2011-08-31,DAL,-23698.188048771,-23698.188048771,3
2011-08-31,MO,26168.949720215995,26168.949720215995,12
2011-08-31,YUM,34098.51937994401,34098.51937994401,14
2011-09-30,ACN,-10177.529812066501,-10177.529812066501,1
2011-09-30,AMD,-2288.960000000002,-2288.960000000002,2
2011-09-30,NDSN,-15005.8766832165,-15005.8766832165,1
2011-09-30,ROK,-12223.693311322808,-12223.693311322808,1
2011-09-30,TPR,-15272.510119788993,-15272.510119788993,1
2011-10-31,CPB,847.1906346024167,847.1906346024167,1
2011-10-31,IBM,-4095.8387905675963,-4095.8387905675963,2
2011-10-31,TPL,-18743.614382437096,-18743.614382437096,2
2011-10-31,VRSN,-3580.678299904982,-3580.678299904982,11
2011-11-30,AMD,10433.049999999987,10433.049999999987,1
2011-11-30,FCX,24794.25217162001,24794.25217162001,1
2011-11-30,MGM,20451.1118107952,20451.1118107952,1
2011-11-30,NFLX,-30926.042645780402,-30926.042645780402,1
2011-11-30,YUM,7152.973294686402,7152.973294686402,1
2011-12-31,CLX,-5743.0406496220085,-5743.0406496220085,3
2011-12-31,ROST,3173.9347548210094,3173.9347548210094,1
2012-01-31,ACN,-6540.523806973502,-6540.523806973502,1
2012-01-31,CPB,2805.4446409130087,2805.4446409130087,2
2012-01-31,HSY,10638.496666089588,10638.496666089588,2
2012-02-29,IT,7477.600000000004,7477.600000000004,1
2012-02-29,MNST,13001.281998704997,13001.281998704997,1
2012-02-29,NFLX,73790.742209184,73790.742209184,1
2012-03-31,CPB,4699.690959022406,4699.690959022406,1
2012-03-31,IBM,9333.184416631007,9333.184416631007,4
2012-03-31,MO,12575.200259445097,12575.200259445097,4
2012-03-31,ROST,6606.862552147001,6606.862552147001,1
2012-04-30,BA,11876.2070130277,11876.2070130277,7
2012-04-30,HSY,1173.252283398008,1173.252283398008,2
2012-05-31,DAL,13658.756487417591,13658.756487417591,2
2012-05-31,MGM,-1761.9779397794034,-1761.9779397794034,1
2012-05-31,VRSN,10688.430948877498,10688.430948877498,2
2012-06-30,F,-6115.382979948906,-6115.382979948906,9
2012-06-30,ODFL,-4294.813459739992,-4294.813459739992,1
2012-06-30,URI,-22237.470843226412,-22237.470843226412,3
2012-06-30,YUM,-7259.483211801191,-7259.483211801191,1
2012-07-31,BA,7955.370566404798,7955.370566404798,1
2012-07-31,CL,38851.57595374622,38851.57595374622,17
2012-07-31,FICO,7475.671000668696,7475.671000668696,1
2012-07-31,MO,8525.17094697661,8525.17094697661,2
2012-07-31,TSCO,-8056.578519561608,-8056.578519561608,1
