name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,approach,factor,common_start
portfolio_sort_momentum_common,monthly,192,192,0.00339107088569694,0.0423688750953348,0.00339107088569694,0.0423688750953348,0.04069285062836328,0.14677008864931906,0.27725574742679066,1.1090229897071626,0.26881470598410734,0.6118198227105114,-0.36841588891802346,0.1433415443324184,-0.1486786168939517,portfolio_sort,momentum,2010-05-31
portfolio_sort_pe_common,monthly,192,192,0.0008684461340323556,0.030297836045525876,0.0008684461340323556,0.030297836045525876,0.010421353608388266,0.10495478278048506,0.09929374662405549,0.39717498649622196,0.6916818950365218,0.0825725377176787,-0.36959837167691767,0.11424751803163702,-0.1017251841997937,portfolio_sort,pe,2010-05-31
portfolio_sort_roe_common,monthly,192,192,-0.0015692149028587868,0.021998927812085116,-0.0015692149028587868,0.021998927812085116,-0.01883057883430544,0.07620652136514292,-0.2470993098356882,-0.9883972393427528,0.3242085909416085,-0.2942820623799811,-0.3867942973347327,0.0672128200075022,-0.11533710390173202,portfolio_sort,roe,2010-05-31
portfolio_sort_trend_common,monthly,192,192,0.003172927736099302,0.03051296128380909,0.003172927736099302,0.03051296128380909,0.038075132833191624,0.10569999846587884,0.36021885890076627,1.4408754356030653,0.1512572070579614,0.6821022382896538,-0.25017822285036817,0.10208635024500187,-0.10426173626467569,portfolio_sort,trend,2010-05-31
regression_momentum_common,monthly,192,192,0.0020843408339686086,0.01564555992867115,0.0020843408339686086,0.01564555992867115,0.025012090007623305,0.05419780941864426,0.46149632754380365,1.845985310175215,0.06644201634742701,0.45719275152065686,-0.11333179825985085,0.06498522714055507,-0.05127433157952448,regression,momentum,2010-05-31
regression_pe_common,monthly,192,192,-0.0007308007110202663,0.007649378620267839,-0.0007308007110202663,0.007649378620267839,-0.008769608532243196,0.026498224833270027,-0.330950793399279,-1.3238031735971163,0.18715061501814617,-0.135805227773104,-0.14186499222919935,0.026276338123551832,-0.020127602762105568,regression,pe,2010-05-31
regression_roe_common,monthly,192,192,-0.0003559722692069854,0.005391984400256618,-0.0003559722692069854,0.005391984400256618,-0.0042716672304838246,0.018678381869726524,-0.22869578640574004,-0.9147831456229603,0.3614588973768237,-0.06867186618953558,-0.09838989376298435,0.01428125194716958,-0.024853958551550523,regression,roe,2010-05-31
regression_trend_common,monthly,192,192,0.00117751313644297,0.010461373322722024,0.00117751313644297,0.010461373322722024,0.01413015763731564,0.036239260223800376,0.38991297145838427,1.5596518858335373,0.12049755622721103,0.24052700332233323,-0.08684488737668128,0.03648822382293133,-0.037403864945094255,regression,trend,2010-05-31
