month,factor,ic,rank_ic,n_obs
2025-01-31,roe,-0.03912364411206408,-0.09836775849202738,492
2025-02-28,roe,-0.08158554785088462,-0.14484512571700817,495
2025-03-31,roe,0.05018428605036983,0.11568513297299915,496
2025-04-30,roe,0.011216058067304996,0.10691923478238675,496
2025-05-31,roe,-0.06816312039532504,-0.04575660898604936,497
2025-06-30,roe,-0.03168550338646404,0.016057202580660904,497
2025-07-31,roe,-0.060390105608819133,-0.06275083727282853,497
2025-08-31,roe,-0.010439663164558166,-0.00590971855200685,498
2025-09-30,roe,-0.05355864783343238,-0.027411033952268328,498
2025-10-31,roe,-0.08635928577948454,-0.15256723970577096,498
2025-11-30,roe,0.047705547860080265,0.02166420709758964,498
2025-12-31,roe,-0.07143000885543724,-0.039559169303858034,498
2026-01-31,roe,-0.07326981380441489,-0.03380175181690451,498
2026-02-28,roe,-0.03735619519629018,-0.05654215084837449,499
2026-03-31,roe,-0.07001896538564484,-0.018493390147426497,499
2026-04-30,roe,0.004299292357702204,-0.0312573399882706,499
2006-06-30,pe,0.06645292872823114,0.1130085547408714,363
2006-07-31,pe,-0.09850460915012813,-0.11530415011461541,360
2006-08-31,pe,-0.016627377666636276,-0.03584188643676454,360
2006-09-30,pe,-0.03758636555187924,-0.03386636725803597,362
2006-10-31,pe,-0.07296942427180302,0.01604476553006052,365
2006-11-30,pe,0.06874607422553675,0.13046375756538753,365
2006-12-31,pe,-0.1300394533854145,-0.11938110357764894,367
2007-01-31,pe,-0.09741862405214655,0.08346007710721061,367
2007-02-28,pe,0.039161864595026685,0.11417102519724902,368
2007-03-31,pe,0.026473032079219683,0.13160773480999438,370
2007-04-30,pe,-0.1879123400189923,0.019850261126929277,372
2007-05-31,pe,-0.11056097939247808,-0.015570932223216044,371
2007-06-30,pe,-0.04716934572188652,-0.08547256979159878,373
2007-07-31,pe,0.00166180607588814,-0.03373099788397613,374
2007-08-31,pe,-0.17337688433959123,-0.09030452931666197,374
2007-09-30,pe,0.03299850030015625,-0.02109909456839409,378
2007-10-31,pe,0.11476618481865328,0.14922859987751413,378
2007-11-30,pe,0.002501863240525426,0.006812663599045276,379
2007-12-31,pe,0.2653437420434074,0.29210682911252167,375
2008-01-31,pe,-0.0008860763963065867,-0.017262849159176787,375
2008-02-29,pe,-0.046304072635363076,-0.11843949871923459,374
2008-03-31,pe,-0.023134339845922683,0.014102369329399697,373
2008-04-30,pe,-0.025533863187233184,-0.038123151807001356,375
2008-05-31,pe,0.003700121381815272,-0.0626502021279301,375
2008-06-30,pe,0.04005312179191682,0.027302334088804687,373
2008-07-31,pe,0.08340899537185838,0.10624394839459418,375
2008-08-31,pe,0.09536006474413891,-0.0035946109848822728,375
2008-09-30,pe,0.051278630669881316,0.011440051314284874,370
2008-10-31,pe,-0.03358486914949045,0.007799841153178944,370
2008-11-30,pe,0.06624648890405578,0.10999279810645356,362
2008-12-31,pe,0.07872183371103111,0.10392399488995364,337
2009-01-31,pe,-0.04675890061413191,-0.0981591446541748,334
2009-02-28,pe,0.06458946926373704,0.058378239756534604,331
2009-03-31,pe,0.03352285968889741,0.10656865943881583,326
2009-04-30,pe,0.15898097647972534,0.21375263496618221,326
2009-05-31,pe,0.08074324520937107,0.08280118768375144,326
2009-06-30,pe,-0.09352835604880087,-0.013769108392931302,321
2009-07-31,pe,-0.12613599592336858,-0.006627213084147218,320
2009-08-31,pe,-0.10029059143815011,-0.055509722352599995,317
2009-09-30,pe,0.0045952996982546335,0.05042603158039917,313
2009-10-31,pe,-0.051405707560517044,-0.01603228934738771,310
2009-11-30,pe,0.04713836370140574,0.07558680356775073,313
2009-12-31,pe,0.19347510240755394,0.23272742472112237,338
2010-01-31,pe,-0.08185369586173309,-0.18507952552540116,341
2010-02-28,pe,-0.11009108108286006,-0.07383220425330522,343
2010-03-31,pe,-0.22633058820928376,-0.2616769289554471,354
2010-04-30,pe,0.021910265107306013,0.011613368764875958,358
2010-05-31,pe,0.1271874003499919,0.15968149758981973,362
2010-06-30,pe,-0.1143643640754759,-0.08818465610951139,367
2010-07-31,pe,0.052527561383402095,0.05183352960980409,372
2010-08-31,pe,-0.020087378016604433,-0.0238801352300585,373
2010-09-30,pe,-0.1089311368316431,-0.042109906096838276,377
2010-10-31,pe,-0.05548159706783801,-0.11699057452164865,377
2010-11-30,pe,0.03513984083486595,-0.0021657559726821975,377
2010-12-31,pe,-0.016064372427724426,0.05959356201213249,384
2011-01-31,pe,0.028737396771684746,-0.03222574211207087,385
2011-02-28,pe,0.018959941695302494,-0.01488787229144249,385
2011-03-31,pe,-0.020401779297848862,-0.008756083338832744,392
2011-04-30,pe,0.022289797515569042,0.036724370705848726,393
2011-05-31,pe,0.024260025015495065,-0.03338573469738715,394
2011-06-30,pe,-0.06778108872359519,-0.0032750248186669867,399
2011-07-31,pe,0.042283382411774165,-0.07690952592810127,399
2011-08-31,pe,0.07496032265327993,-0.09630955180942051,399
2011-09-30,pe,0.06375040964645477,0.16929190765415478,396
2011-10-31,pe,-0.018533863666649858,-0.11952541206959873,398
2011-11-30,pe,-0.07879005021713954,-0.08998695544168016,399
2011-12-31,pe,-0.1104707324436748,0.08514204966759539,399
2012-01-31,pe,-0.021293472911128344,0.08492282506616146,397
2012-02-29,pe,-0.08885083062339151,-0.2095446356845642,398
2012-03-31,pe,0.008255080391162168,-0.13052672521466235,401
2012-04-30,pe,0.032937324357780386,-0.11177726174058757,402
2012-05-31,pe,0.00011831318229901728,0.005474504747916865,403
2012-06-30,pe,0.09021225077017882,0.08118282871720746,401
2012-07-31,pe,0.023179898666618366,0.17357627882958038,400
2012-08-31,pe,-0.04296005475350039,0.09142959465025173,400
2012-09-30,pe,0.07603342009952284,0.13199363620431823,400
2012-10-31,pe,-0.09397160740709194,-0.01585219014442419,401
2012-11-30,pe,-0.024855349153734885,0.015610071109698951,401
2012-12-31,pe,-0.17407003379393907,0.08151190928938773,392
2013-01-31,pe,-0.029854538312984222,0.055836149477628404,394
2013-02-28,pe,0.138761697290949,0.15138552334265715,395
2013-03-31,pe,-0.0849462368593978,-0.00395797662007363,398
2013-04-30,pe,0.18359357923017655,0.22346832961505944,397
2013-05-31,pe,-0.030991039780241467,0.03418023422281824,398
2013-06-30,pe,-0.03384652647242024,0.12208773232561493,401
2013-07-31,pe,-0.114573460730848,-0.05258840322412654,401
2013-08-31,pe,-0.1068996835584714,-0.12881591587128777,402
2013-09-30,pe,-0.059640035775897784,0.023347394083997008,409
2013-10-31,pe,0.11263441916953656,0.19405610087241826,412
2013-11-30,pe,0.025251281722123774,-0.023920119542714453,413
2013-12-31,pe,0.011643473230101212,-0.07545563103195052,419
2014-01-31,pe,-0.01826670488456627,-0.0842857049639292,419
2014-02-28,pe,0.242460719353158,0.380764680015174,420
2014-03-31,pe,0.18886965636529174,0.14853911768130676,421
2014-04-30,pe,-0.15445119494606888,-0.07506754711481542,421
2014-05-31,pe,-0.04988837461710123,0.011684807081209548,421
2014-06-30,pe,-0.03431867147009664,-0.04121333056306635,427
2014-07-31,pe,-0.014381811456593077,0.10201044858393736,428
2014-08-31,pe,0.06418828575229305,0.04817174561353526,427
2014-09-30,pe,0.04276269834781108,-0.018238415848637047,428
2014-10-31,pe,0.018412935785270052,-0.06275583562084149,429
2014-11-30,pe,0.09004895454102468,0.0840624249554883,429
2014-12-31,pe,-0.16495892788484592,-0.18568861297196032,426
2015-01-31,pe,0.05805569764896604,0.13142163077290256,425
2015-02-28,pe,-0.03754739634279535,-0.1553990529028821,424
2015-03-31,pe,-0.06615870144299825,0.1373894043609182,420
2015-04-30,pe,-0.0864756054576394,-0.04732021089866589,419
2015-05-31,pe,-0.05899881871191717,-0.01373206350451096,419
2015-06-30,pe,-0.1047738436834723,-0.052963893822044555,418
2015-07-31,pe,-0.002122707143195993,0.02060448644713839,418
2015-08-31,pe,0.043942912481991135,-0.10446011694223657,418
2015-09-30,pe,0.029186295802920325,0.04175016506626081,413
2015-10-31,pe,-0.06645377552150986,-0.01469855298098631,416
2015-11-30,pe,0.061659440791061025,-0.14998441466675724,416
2015-12-31,pe,0.07193119125521927,-0.15691088499447656,414
2016-01-31,pe,0.10278604053984415,0.13064738997377412,415
2016-02-29,pe,0.06803914939007294,0.06097040498189441,415
2016-03-31,pe,-0.10192677788431985,0.07144266155545312,413
2016-04-30,pe,-0.1450652519073387,-0.17699386152930272,414
2016-05-31,pe,-0.08283734590722291,-0.24126051977660953,413
2016-06-30,pe,-0.019356009729236807,0.06967446015356325,413
2016-07-31,pe,0.07983310365470364,0.2697971924289144,414
2016-08-31,pe,-0.07390984274901961,-0.07804577146445595,415
2016-09-30,pe,0.05959820506218095,0.2328631127575658,415
2016-10-31,pe,0.13422904536240038,0.3153426356386783,416
2016-11-30,pe,0.07500062237350384,0.11851971002961843,416
2016-12-31,pe,-0.19756552226432064,-0.032884261136410374,414
2017-01-31,pe,0.05120771593729716,0.16364827859439351,414
2017-02-28,pe,-0.19259708559105748,-0.16324206309131864,414
2017-03-31,pe,0.015446571374775163,-0.07235034158023945,421
2017-04-30,pe,-0.12072562955074963,-0.25149495265907956,419
2017-05-31,pe,0.15389950927824525,0.19538594052842004,419
2017-06-30,pe,-0.11206633228693999,-0.04135174224017095,426
2017-07-31,pe,-0.08055291055452475,-0.13724751921530934,428
2017-08-31,pe,0.06014988351475808,0.2243995079528709,428
2017-09-30,pe,-0.07202837565808642,-0.035031240079821516,434
2017-10-31,pe,0.13725849606294221,0.12114368968750953,434
2017-11-30,pe,0.08391683098416171,0.18290851106404796,434
2017-12-31,pe,-0.13266844694961513,-0.12204361767928197,427
2018-01-31,pe,-0.06796870179200594,-0.09914195360715182,425
2018-02-28,pe,-0.06226356730524743,-0.109954995161997,425
2018-03-31,pe,-0.0770484562961589,-0.0602026200833418,426
2018-04-30,pe,-0.09968799870153486,-0.19806412870401718,427
2018-05-31,pe,-0.11584627231502494,-0.12667937559395476,427
2018-06-30,pe,0.1096890993428427,0.1289298435627359,426
2018-07-31,pe,-0.1028173094743789,-0.19705034790323425,429
2018-08-31,pe,-0.10568888293359603,-0.13032242963680543,429
2018-09-30,pe,0.10291287991269404,0.1080384829263719,433
2018-10-31,pe,0.09803601766052684,-0.035495423478668034,433
2018-11-30,pe,-0.14035881809558431,-0.21437412918108995,433
2018-12-31,pe,0.01784193911734915,0.18019993390398434,439
2019-01-31,pe,-0.07235568566883413,-0.0630448503829533,439
2019-02-28,pe,-0.19258362766608567,-0.3257774865387845,438
2019-03-31,pe,0.11619048989403638,0.19307195272994418,443
2019-04-30,pe,-0.09112395969558255,-0.2763704614146992,444
2019-05-31,pe,0.010526640483930035,0.14802196604476353,444
2019-06-30,pe,0.009173582866642455,-0.042587371354954884,448
2019-07-31,pe,-0.07271792783749846,-0.298585114285759,448
2019-08-31,pe,0.16805260445242834,0.4535079986057631,449
2019-09-30,pe,0.09666146044955358,0.15623014096170862,443
2019-10-31,pe,-0.1486141849699956,0.10757548857047791,444
2019-11-30,pe,0.08525304800679313,0.09801637924956959,444
2019-12-31,pe,-0.15750150585488765,-0.3006818226644218,440
2020-01-31,pe,-0.1249193458535416,-0.27467240111485536,440
2020-02-29,pe,-0.07416510766119203,-0.2567850015533771,439
2020-03-31,pe,-0.06598680097512484,-0.0012675952705738314,430
2020-04-30,pe,-0.014732068687857295,-0.10419395862914221,428
2020-05-31,pe,-0.10209654822245193,0.011591765966184631,428
2020-06-30,pe,-0.10472555454298654,-0.13356615677143796,411
2020-07-31,pe,-0.14582724954970483,-0.027487575570582724,412
2020-08-31,pe,-0.05106467428164642,-0.03270254998732472,412
2020-09-30,pe,0.15905508283858497,0.1603906899042583,404
2020-10-31,pe,-0.08688311151606899,0.0928509097991581,404
2020-11-30,pe,-0.01710259982570032,-0.02331117453669037,405
2020-12-31,pe,0.002916414045844284,0.17054217408200717,408
2021-01-31,pe,0.03250482604006188,0.059410150049640176,409
2021-02-28,pe,0.18488761636017081,0.4660442519015491,409
2021-03-31,pe,-0.014822871910629275,-0.09830162023908831,419
2021-04-30,pe,0.12997859452971106,0.17202661237430097,421
2021-05-31,pe,-0.21658868489267383,-0.3729073605584439,422
2021-06-30,pe,-0.14569705683645467,-0.2778082218800213,440
2021-07-31,pe,0.06086993672444165,0.07377248349943868,442
2021-08-31,pe,0.0058964643702068015,0.08344679555705392,442
2021-09-30,pe,-0.018419512531231995,-0.0894340458082844,449
2021-10-31,pe,0.08663216820822224,0.002728379206324973,450
2021-11-30,pe,0.18962038396905237,0.07886782647666607,449
2021-12-31,pe,0.2800779899388093,0.4891832874049364,457
2022-01-31,pe,0.06996453467330141,0.15189753895660502,457
2022-02-28,pe,-0.037991544833091626,-0.13419333610806253,457
2022-03-31,pe,0.21105054012954003,0.13195710059004442,465
2022-04-30,pe,0.30028851102005527,0.3539427705165364,464
2022-05-31,pe,-0.08063672338896213,-0.2207220239013253,465
2022-06-30,pe,-0.007295435994059904,-0.10195836457499631,462
2022-07-31,pe,-0.06596947899010733,0.13595982328187198,462
2022-08-31,pe,0.03610925043665912,-0.016493185221803805,462
2022-09-30,pe,0.06496380557783946,0.24042495073982878,453
2022-10-31,pe,0.08464860074854547,0.09720945675215983,453
2022-11-30,pe,0.10411178085361274,0.049614075454124884,453
2022-12-31,pe,-0.06817268724904713,0.10900498135745967,445
2023-01-31,pe,-0.10807828642401528,0.04126839788804717,447
2023-02-28,pe,-0.23159121476998423,-0.3000187001283348,446
2023-03-31,pe,0.05046407864883566,-0.045492280843770515,451
2023-04-30,pe,-0.1877151235184598,-0.17073104652925386,448
2023-05-31,pe,0.11172272918276778,0.12654288172521688,449
2023-06-30,pe,0.05765872379183585,0.30208746763131905,458
2023-07-31,pe,-0.021226953582344017,-0.10538200245024588,456
2023-08-31,pe,0.15992180716336404,0.21676235896687052,457
2023-09-30,pe,-0.006961691651329688,-0.014992075854823548,460
2023-10-31,pe,-0.15729735552838986,-0.13233234937481603,461
2023-11-30,pe,0.052534748126245194,0.013298506914258594,461
