month,factor,portfolio_fmp_return,top_return,bottom_return,n_top,n_bottom
2006-10-31,pe,0.005870602254043213,0.044223554047604044,0.03835295179356083,73,73
2006-11-30,pe,0.01892668268552453,0.011142855497571035,-0.007783827187953494,73,73
2006-12-31,pe,-0.022129929403039227,0.025261328625913536,0.04739125802895276,74,74
2007-01-31,pe,-0.00467457737000896,-0.0013130007300591194,0.0033615766399498407,74,74
2007-02-28,pe,0.016481157066596783,0.01503456609157939,-0.001446590975017391,74,74
2007-03-31,pe,0.02526019995683489,0.05192280625983996,0.026662606303005067,74,74
2007-04-30,pe,-0.007401425948351442,0.04245874444206653,0.04986017039041797,75,75
2007-05-31,pe,-0.01278350601846993,-0.019665209338147294,-0.006881703319677365,74,75
2007-06-30,pe,-0.03383403212183659,-0.046748906924892135,-0.012914874803055544,75,75
2007-07-31,pe,-0.0083930979654405,0.02527268737725616,0.03366578534269666,75,75
2007-08-31,pe,-0.013731240997488965,0.04013864453280946,0.05386988553029842,75,75
2007-09-30,pe,-0.020638781023882447,0.028804089948081812,0.04944287097196426,76,76
2007-10-31,pe,0.03746094967618544,-0.03525219798058873,-0.07271314765677417,76,76
2007-11-30,pe,-0.002213823837205627,-0.0041570177487262674,-0.0019431939115206406,76,76
2007-12-31,pe,0.09178566202477213,-0.015623940891494747,-0.10740960291626687,75,75
2008-01-31,pe,0.01444672385102556,-0.0126668554111831,-0.02711357926220866,75,75
2008-02-29,pe,-0.020648308275054098,-0.018535823444220424,0.002112484830833674,75,75
2008-03-31,pe,0.005220548013098972,0.07136603594506218,0.0661454879319632,75,75
2008-04-30,pe,-0.011475380377200604,0.022817920830666603,0.03429330120786721,75,75
2008-05-31,pe,-0.02596705295963754,-0.11637830695846131,-0.09041125399882377,75,75
2008-06-30,pe,0.00249512572805199,-0.0015110737936575283,-0.004006199521709519,75,75
2008-07-31,pe,0.011598866393587086,0.029420012622387214,0.017821146228800128,75,75
2008-08-31,pe,0.004916046849046479,-0.10357109479428495,-0.10848714164333143,75,75
2008-09-30,pe,0.01717120056977975,-0.19562330914150944,-0.2127945097112892,74,74
2008-10-31,pe,0.009722205405588671,-0.09496479716525864,-0.10468700257084732,74,74
2008-11-30,pe,0.0773061005707083,0.12880839976733952,0.05150229919663122,73,73
2008-12-31,pe,0.010598683196553507,-0.0763382991302017,-0.0869369823267552,68,68
2009-01-31,pe,-0.01341228799422707,-0.12040541623927596,-0.10699312824504889,67,67
2009-02-28,pe,0.02479287911282091,0.13128812791229127,0.10649524879947037,66,67
2009-03-31,pe,0.07616555322819787,0.21729125234242283,0.14112569911422496,65,66
2009-04-30,pe,0.043748818507289206,0.0693870941497526,0.02563827564246339,65,66
2009-05-31,pe,0.014801165918809783,0.0166137441654689,0.0018125782466591148,65,66
2009-06-30,pe,-0.0007586525804084282,0.08693707100767367,0.0876957235880821,64,65
2009-07-31,pe,-0.0002717775139349371,0.047022459739230346,0.04729423725316528,64,64
2009-08-31,pe,-0.009421458120437654,0.04205297587016166,0.05147443399059931,64,64
2009-09-30,pe,0.00014717983039813295,-0.023853494362615663,-0.024000674193013796,63,63
2009-10-31,pe,-0.002938549138669193,0.06022843724283101,0.0631669863815002,62,62
2009-11-30,pe,0.013590173096657908,0.05926802007017804,0.045677846973520134,63,63
2009-12-31,pe,0.04420001160689357,-0.01382303577249415,-0.05802304737938772,68,68
2010-01-31,pe,-0.026321052524086844,0.02530351919535954,0.051624571719446385,68,69
2010-02-28,pe,-0.010066998629782942,0.06846758147993125,0.07853458010971419,69,69
2010-03-31,pe,-0.04919357916459777,0.009190521760481195,0.05838410092507896,71,71
2010-04-30,pe,-0.004257400935720322,-0.05892152979795692,-0.0546641288622366,72,72
2010-05-31,pe,0.016948757071292314,-0.037765211148591646,-0.05471396821988396,73,73
2010-06-30,pe,-0.012043752851381248,0.06783950925869173,0.07988326211007298,74,74
2010-07-31,pe,0.0063246290846928135,-0.03366977921254669,-0.039994408297239506,75,75
2010-08-31,pe,0.0049529267462494475,0.10029960982130297,0.09534668307505352,75,75
2010-09-30,pe,-0.006918492675195793,0.04232027569523709,0.04923876837043288,76,76
2010-10-31,pe,-0.018669615111487,-0.008677422573188378,0.009992192538298625,76,76
2010-11-30,pe,0.002747895696843819,0.0673455635229165,0.06459766782607268,76,76
2010-12-31,pe,0.007123399275561611,0.03868785737726184,0.03156445810170023,77,77
2011-01-31,pe,-0.00028087648420969946,0.03306083086954908,0.03334170735375878,77,77
2011-02-28,pe,-0.00228453890089755,0.009531174908292818,0.011815713809190368,77,77
2011-03-31,pe,0.0014093683757459147,0.034681583587194656,0.03327221521144874,79,79
2011-04-30,pe,0.003077074023515195,-0.007591230853442284,-0.010668304876957479,79,79
2011-05-31,pe,-0.009379460630399811,-0.02695379931016808,-0.017574338679768268,79,79
2011-06-30,pe,-0.0018406166688867721,-0.03168876292790908,-0.029848146259022306,80,80
2011-07-31,pe,-0.008031080828685734,-0.06360635612790244,-0.05557527529921671,80,80
2011-08-31,pe,-0.011412990139626114,-0.1008025744728529,-0.08938958433322679,80,80
2011-09-30,pe,0.0430912206252229,0.16506236127829488,0.12197114065307198,79,80
2011-10-31,pe,-0.019767703139008715,-0.014812361053394734,0.00495534208561398,80,80
2011-11-30,pe,-0.009427605518184879,-0.0002563936747730533,0.009171211843411825,80,80
2011-12-31,pe,0.013907781922743515,0.08647677602040907,0.07256899409766555,80,80
2012-01-31,pe,0.01837852844711728,0.052841827953723074,0.034463299506605795,80,80
2012-02-29,pe,-0.02743652389684015,0.025227958694303287,0.05266448259114344,80,80
2012-03-31,pe,-0.004385466237759589,-0.002878059622619317,0.001507406615140272,80,81
2012-04-30,pe,-0.015409653466221085,-0.07875265565690581,-0.06334300219068473,81,81
2012-05-31,pe,0.006705298446172965,0.04608611718229838,0.039380818736125416,81,81
2012-06-30,pe,0.017220895890579145,0.01096193828689659,-0.006258957603682556,80,81
2012-07-31,pe,0.026270354352713708,0.050697042388219836,0.024426688035506128,80,80
2012-08-31,pe,0.014055879130594582,0.029610877083028696,0.015554997952434113,80,80
2012-09-30,pe,0.0213460807803772,0.010669663436129422,-0.010676417344247778,80,80
2012-10-31,pe,-0.001165909640082714,0.012134781737951477,0.01330069137803419,80,81
2012-11-30,pe,0.008784224694921988,0.04315857262083498,0.03437434792591299,80,81
2012-12-31,pe,0.01686495653825827,0.08243328723903084,0.06556833070077257,79,79
2013-01-31,pe,0.006975054813645764,0.007167416041214279,0.00019236122756851492,79,79
2013-02-28,pe,0.02140396829981134,0.05002715538560811,0.02862318708579677,79,79
2013-03-31,pe,0.005606380889532525,0.032334225408876656,0.02672784451934413,80,80
2013-04-30,pe,0.04175751607523097,0.045516741692497684,0.0037592256172667136,80,80
2013-05-31,pe,-0.0008671808155799252,-0.018421109812826346,-0.01755392899724642,80,80
2013-06-30,pe,0.004861978846389135,0.05550350786140742,0.05064152901501828,80,81
