strategy,strategy_notes,signal_month,ticker,GICS Sector,score,allocated_cash,realized_stock_return
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-09-30,CF,Materials,1.396330723667246,100000.0,0.15795020419172667
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-09-30,BKNG,Consumer Discretionary,1.2875967149588745,100000.0,0.047244094491572186
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-09-30,WAT,Health Care,1.2373034697785468,100000.0,0.1411206640972429
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-09-30,ROK,Industrials,1.1513624045811046,100000.0,-0.006060606059616003
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-09-30,WYNN,Consumer Discretionary,1.1456892396407412,100000.0,0.012417685795139466
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-09-30,CMI,Industrials,1.13313867851805,100000.0,-0.0627392765064897
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-09-30,AZO,Consumer Discretionary,1.1309444393874364,100000.0,0.07342536669542699
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-09-30,MGM,Consumer Discretionary,1.1305168764709654,100000.0,0.020724233983028917
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-10-31,AMZN,Consumer Discretionary,1.5775142469533072,100000.0,0.03202279202279179
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-10-31,MA,Financials,1.5327400802930866,100000.0,0.07841556486696533
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-10-31,CF,Materials,1.4358819196771002,100000.0,0.058273480652955456
no_trend_top10,Ablation test: remove trend to see whether the trend factor helps.,2007-10-31,WAT,Health Care,1.2635809958767192,100000.0,0.020530927160978152
