name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,avg_positions,regime_filter,stop_loss,take_profit,notes
improved_5_regime_filtered_stop_take_top10,monthly,240,240,0.0033438559807638666,0.017751151372379714,0.0033438559807638666,0.017751151372379714,0.0401262717691664,0.06149179213961533,0.6525467932055201,2.9182779762140827,0.003855414196716937,1.1481040898163157,-0.11194793833715067,0.08085796875271606,-0.03822371761649802,2148104.089816318,1.148104089816318,3.5416666666666665,True,0.05,0.3,Improved 5: improved 4 plus a pre-specified ^GSPC 10-month SMA regime filter. No regime-window optimization is performed.
