month,index_close,sma_10m,regime_on,n_positions,portfolio_return,invested
2013-09-30,1681.550048828125,1584.3009887695312,True,0,0.0,False
2013-10-31,1756.5400390625,1617.3359985351562,True,0,0.0,False
2013-11-30,1805.81005859375,1648.106005859375,True,0,0.0,False
2013-12-31,1848.3599853515625,1681.4739990234375,True,0,0.0,False
2014-01-31,1782.5899658203125,1702.8140014648438,True,0,0.0,False
2014-02-28,1859.449951171875,1729.002001953125,True,0,0.0,False
2014-03-31,1872.3399658203125,1753.1619995117187,True,0,0.0,False
2014-04-30,1883.949951171875,1780.9289916992188,True,0,0.0,False
2014-05-31,1923.5699462890625,1804.71298828125,True,0,0.0,False
2014-06-30,1960.22998046875,1837.4389892578124,True,0,0.0,False
2014-07-31,1930.6700439453125,1862.3509887695316,True,0,0.0,False
2014-08-31,2003.3699951171875,1887.033984375,True,0,0.0,False
2014-09-30,1972.2900390625,1903.681982421875,True,0,0.0,False
2014-10-31,2018.050048828125,1920.6509887695315,True,0,0.0,False
2014-11-30,2067.56005859375,1949.147998046875,True,0,0.0,False
2014-12-31,2058.89990234375,1969.0929931640624,True,0,0.0,False
2015-01-31,1994.989990234375,1981.357995605469,True,0,0.0,False
2015-02-28,2104.5,2003.413000488281,True,0,0.0,False
2015-03-31,2067.889892578125,2017.8449951171876,True,0,0.0,False
2015-04-30,2085.510009765625,2030.372998046875,True,0,0.0,False
2015-05-31,2107.389892578125,2048.044982910156,True,0,0.0,False
2015-06-30,2063.110107421875,2054.018994140625,True,0,0.0,False
2015-07-31,2103.840087890625,2067.1739990234373,True,0,0.0,False
2015-08-31,1972.1800537109373,2062.5869995117187,False,0,0.0,False
2015-09-30,1920.030029296875,2047.8339965820312,False,0,0.0,False
2015-10-31,2079.360107421875,2049.880017089844,True,0,0.0,False
2015-11-30,2080.409912109375,2058.422009277344,True,0,0.0,False
2015-12-31,2043.93994140625,2052.366003417969,False,0,0.0,False
2016-01-31,1940.239990234375,2039.6010131835935,False,0,0.0,False
2016-02-29,1932.22998046875,2024.2730102539065,False,0,0.0,False
2016-03-31,2059.739990234375,2019.5080200195312,True,0,0.0,False
2016-04-30,2065.300048828125,2019.727014160156,True,0,0.0,False
2016-05-31,2096.949951171875,2019.038000488281,True,10,0.03471787193451331,True
2016-06-30,2098.860107421875,2031.706005859375,True,10,0.02544981638311536,True
2016-07-31,2173.60009765625,2057.0630126953124,True,10,0.01860675743156434,True
2016-08-31,2170.949951171875,2066.2219970703127,True,10,-0.008551776706519465,True
2016-09-30,2168.27001953125,2075.0080078125,True,10,-0.019258618045559714,True
2016-10-31,2126.14990234375,2083.22900390625,True,0,0.0,False
2016-11-30,2198.81005859375,2109.086010742188,True,10,-0.00927967026629171,True
2016-12-31,2238.830078125,2139.7460205078123,True,10,0.004144345483852584,True
2017-01-31,2278.8701171875,2161.659033203125,True,0,0.0,False
2017-02-28,2363.639892578125,2191.493017578125,True,0,0.0,False
2017-03-31,2362.719970703125,2218.07001953125,True,10,0.01283352159975176,True
2017-04-30,2384.199951171875,2246.60400390625,True,10,0.05889545963827901,True
2017-05-31,2411.800048828125,2270.4239990234373,True,0,0.0,False
2017-06-30,2423.409912109375,2295.669995117188,True,10,0.0318036067637264,True
2017-07-31,2470.300048828125,2325.872998046875,True,0,0.0,False
2017-08-31,2471.64990234375,2360.422998046875,True,0,0.0,False
2017-09-30,2519.360107421875,2392.478002929688,True,0,0.0,False
2017-10-31,2575.260009765625,2426.12099609375,True,10,0.02594471872784381,True
2017-11-30,2647.580078125,2462.9919921875,True,10,0.002240777083585056,True
2017-12-31,2673.610107421875,2493.989013671875,True,10,0.061610387566239856,True
2018-01-31,2823.81005859375,2540.098022460937,True,0,0.0,False
2018-02-28,2713.830078125,2573.06103515625,True,10,-0.02789325768289334,True
2018-03-31,2640.8701171875,2595.9680419921874,True,10,0.0021137166277000134,True
2018-04-30,2648.050048828125,2618.4320556640623,True,10,0.06474361683557647,True
2018-05-31,2705.27001953125,2641.929052734375,True,10,-0.007196463356481612,True
2018-06-30,2718.3701171875,2666.60107421875,True,10,0.044298477338606264,True
2018-07-31,2816.2900390625,2696.2940673828125,True,0,0.0,False
2018-08-31,2901.52001953125,2728.920068359375,True,0,0.0,False
2018-09-30,2913.97998046875,2755.56005859375,True,10,-0.036816455806124436,True
2018-10-31,2711.739990234375,2759.373046875,False,0,0.0,False
2018-11-30,2760.169921875,2753.009033203125,True,10,-0.03822371761649802,True
2018-12-31,2506.85009765625,2732.31103515625,False,0,0.0,False
2019-01-31,2704.10009765625,2738.634033203125,False,0,0.0,False
2019-02-28,2784.489990234375,2752.27802734375,True,0,0.0,False
2019-03-31,2834.39990234375,2765.191015625,True,10,0.03422295684673861,True
2019-04-30,2945.830078125,2787.93701171875,True,10,-0.01991198980291731,True
2019-05-31,2752.06005859375,2781.514013671875,False,0,0.0,False
2019-06-30,2941.760009765625,2785.5380126953123,True,0,0.0,False
2019-07-31,2980.3798828125,2792.1780029296874,True,0,0.0,False
2019-08-31,2926.4599609375,2813.65,True,0,0.0,False
2019-09-30,2976.739990234375,2835.307006835937,True,10,0.035586815092100835,True
2019-10-31,3037.56005859375,2888.378002929688,True,10,0.013101005195164103,True
2019-11-30,3140.97998046875,2932.0659912109377,True,10,0.016997751570256688,True
2019-12-31,3230.780029296875,2976.694995117188,True,10,0.004218995680568077,True
2020-01-31,3225.52001953125,3015.807006835937,True,0,0.0,False
2020-02-29,2954.219970703125,3016.64599609375,False,0,0.0,False
2020-03-31,2584.590087890625,2999.8989990234377,False,0,0.0,False
2020-04-30,2912.429931640625,2996.9659912109373,False,0,0.0,False
2020-05-31,3044.31005859375,3003.3590087890625,True,10,-0.0014119179537333219,True
2020-06-30,3100.2900390625,3020.7420166015627,True,10,0.06369118536089872,True
2020-07-31,3271.1201171875,3050.180029296875,True,10,0.025553877494772847,True
2020-08-31,3500.31005859375,3096.455029296875,True,10,-0.033591663214019095,True
2020-09-30,3363.0,3118.65703125,True,10,-0.011565872667996597,True
2020-10-31,3269.9599609375,3122.5750244140627,True,10,0.032812105986567947,True
2020-11-30,3621.6298828125,3162.186010742188,True,10,0.03242345272626429,True
2020-12-31,3756.070068359375,3242.3710205078123,True,10,-0.011635527904364522,True
2021-01-31,3714.239990234375,3355.336010742188,True,10,0.043104254578175266,True
2021-02-28,3811.14990234375,3445.2080078125,True,10,-0.03198888363213711,True
2021-03-31,3972.889892578125,3538.0659912109377,True,10,0.015885366533973985,True
2021-04-30,4181.169921875,3646.1539794921873,True,10,-0.01660398560572557,True
2021-05-31,4204.10986328125,3739.452954101562,True,10,-0.004997838502874654,True
2021-06-30,4297.5,3819.171948242188,True,10,0.001583278163811326,True
2021-07-31,4395.259765625,3922.397924804688,True,10,-0.014594379483401036,True
2021-08-31,4522.68017578125,4047.6699462890624,True,10,-0.019182872767531677,True
2021-09-30,4307.5400390625,4116.260961914062,True,10,0.04229752508345187,True
2021-10-31,4605.3798828125,4201.191943359375,True,10,-0.0047036167306830695,True
2021-11-30,4567.0,4286.467944335937,True,10,0.004123824421280919,True
2021-12-31,4766.18017578125,4381.970971679688,True,10,-0.012541663636009776,True
2022-01-31,4515.5498046875,4436.236962890625,True,10,-0.000586732557003597,True
2022-02-28,4373.93994140625,4455.51396484375,False,0,0.0,False
2022-03-31,4530.41015625,4488.143994140625,True,10,-0.02910594067639591,True
2022-04-30,4131.93017578125,4471.58701171875,False,0,0.0,False
2022-05-31,4132.14990234375,4445.276025390625,False,0,0.0,False
2022-06-30,3785.3798828125,4371.54599609375,False,0,0.0,False
2022-07-31,4130.2900390625,4353.82099609375,False,0,0.0,False
2022-08-31,3955.0,4288.7830078125,False,0,0.0,False
2022-09-30,3585.6201171875,4190.64501953125,False,0,0.0,False
2022-10-31,3871.97998046875,4101.225,False,0,0.0,False
2022-11-30,4080.110107421875,4057.6810302734375,True,10,-0.02749710654698641,True
2022-12-31,3839.5,4004.2370361328126,False,0,0.0,False
2023-01-31,4076.60009765625,3958.8560302734377,True,10,-0.007237200351720557,True
2023-02-28,3970.14990234375,3942.678002929688,True,10,0.008503870558323648,True
2023-03-31,4109.31005859375,3940.394018554688,True,10,-0.0018637380558954256,True
2023-04-30,4169.47998046875,3978.8040283203127,True,10,-0.01712151312595487,True
2023-05-31,4179.830078125,3983.7580322265626,True,10,0.06149760454136514,True
2023-06-30,4450.3798828125,4033.296020507813,True,10,0.024531407294976326,True
2023-07-31,4588.9599609375,4133.6300048828125,True,10,-0.0024007672039772685,True
2023-08-31,4507.66015625,4197.198022460938,True,10,-0.022169211744998755,True
2023-09-30,4288.0498046875,4217.9919921875,True,10,-0.010222092871301146,True
2023-10-31,4193.7998046875,4253.42197265625,False,0,0.0,False
2023-11-30,4567.7998046875,4302.541943359375,True,10,0.055283727637876943,True
2023-12-31,4769.830078125,4382.5099609375,True,10,0.028686000851506625,True
2024-01-31,4845.64990234375,4456.1439453125,True,10,0.044632749675642534,True
2024-02-29,5096.27001953125,4548.82294921875,True,10,0.046623273273901096,True
2024-03-31,5254.35009765625,4656.274951171875,True,10,-0.026807485919834482,True
2024-04-30,5035.68994140625,4714.80595703125,True,10,0.013344523615199071,True
2024-05-31,5277.509765625,4783.6609375,True,10,7.934953715369422e-05,True
2024-06-30,5460.47998046875,4878.942919921875,True,10,-0.00665865678065875,True
2024-07-31,5522.2998046875,5002.367919921875,True,10,0.004636350268546086,True
2024-08-31,5648.39990234375,5147.8279296875,True,10,0.0042733813476877325,True
2024-09-30,5762.47998046875,5267.295947265625,True,10,-7.387317688583118e-06,True
2024-10-31,5705.4501953125,5360.857958984375,True,10,0.04409924363367119,True
2024-11-30,6032.3798828125,5479.53095703125,True,10,-0.019499642873661897,True
2024-12-31,5881.6298828125,5558.066943359375,True,10,0.010995077888204308,True
2025-01-31,6040.52978515625,5636.684912109375,True,10,0.006462120332373677,True
2025-02-28,5954.5,5728.56591796875,True,10,-0.016614367963699903,True
2025-03-31,5611.85009765625,5761.999951171875,False,0,0.0,False
2025-04-30,5569.06005859375,5772.857958984375,False,0,0.0,False
2025-05-31,5911.68994140625,5811.79697265625,True,10,0.011186619720425721,True
2025-06-30,6204.9501953125,5867.452001953125,True,10,-0.01708801392808203,True
2025-07-31,6339.39013671875,5925.143017578125,True,10,0.02274989742144061,True
2025-08-31,6460.259765625,6000.623974609375,True,10,0.07384244073366678,True
2025-09-30,6688.4599609375,6066.231982421875,True,10,-0.007056064697776193,True
2025-10-31,6840.2001953125,6162.089013671875,True,10,-0.011994134057336181,True
2025-11-30,6849.08984375,6242.94501953125,True,10,0.0002749293125080642,True
2025-12-31,6845.5,6332.04501953125,True,10,0.08085796875271606,True
2026-01-31,6939.02978515625,6464.76298828125,True,10,0.0016054576807955656,True
2026-02-28,6878.8798828125,6595.744970703125,True,10,-0.020852058279128532,True
2026-03-31,6528.52001953125,6657.427978515625,False,0,0.0,False
2026-04-30,7209.009765625,6757.833935546875,True,10,0.08008625949083001,True
2026-05-31,7580.06005859375,6881.900927734375,True,0,0.0,False
