name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,backtrader_frequency,stop_loss,take_profit,final_value,total_return
backtrader_daily_improved_5_regime_filtered_stop_take_top10,daily,5030,,0.0001537440436607102,0.00325722952636009,,,0.038743499002498974,0.05170691573883302,0.7492904662538548,3.347602850097484,0.0008211247738641948,1.1097688384002273,-0.1064057118448769,0.02657405894189302,-0.033917603448085476,daily,0.05,0.3,2109768.838400239,1.1097688384002393
