simulation,annualized_sharpe,final_equity,strategy_sharpe,p_value,evaluation_start
0,0.7698958823230944,1669697.1035288258,0.9336315274596584,0.099,2016-05-31T00:00:00
1,0.5806425585200389,1376630.8798380403,0.9336315274596584,0.099,2016-05-31T00:00:00
2,0.8987464894557377,1610241.2870603527,0.9336315274596584,0.099,2016-05-31T00:00:00
3,0.7406743577418688,1500598.8305786613,0.9336315274596584,0.099,2016-05-31T00:00:00
4,0.6176715003985983,1668209.9159302267,0.9336315274596584,0.099,2016-05-31T00:00:00
5,0.8254051428381486,1603332.9881256532,0.9336315274596584,0.099,2016-05-31T00:00:00
6,0.6464653563724294,1376330.0074095216,0.9336315274596584,0.099,2016-05-31T00:00:00
7,0.8267621749281806,1486418.613511016,0.9336315274596584,0.099,2016-05-31T00:00:00
8,0.9451223805964303,1696758.2306426421,0.9336315274596584,0.099,2016-05-31T00:00:00
9,0.8981844306709496,1622331.337546729,0.9336315274596584,0.099,2016-05-31T00:00:00
10,0.7886511689505062,1551206.2167460672,0.9336315274596584,0.099,2016-05-31T00:00:00
11,0.9101749959905698,1570277.668546656,0.9336315274596584,0.099,2016-05-31T00:00:00
12,0.6426735029262887,1435813.2251935466,0.9336315274596584,0.099,2016-05-31T00:00:00
13,0.7180602453299268,1424373.3312841216,0.9336315274596584,0.099,2016-05-31T00:00:00
14,0.9946819655626878,1750265.2609571815,0.9336315274596584,0.099,2016-05-31T00:00:00
15,0.8416687638289374,1639091.1484119187,0.9336315274596584,0.099,2016-05-31T00:00:00
16,0.8691338170421081,1748361.5658138879,0.9336315274596584,0.099,2016-05-31T00:00:00
17,0.9204278759736978,1662862.7878721245,0.9336315274596584,0.099,2016-05-31T00:00:00
18,0.524111126696551,1330038.9932234755,0.9336315274596584,0.099,2016-05-31T00:00:00
19,0.6092468329478797,1383518.8084991833,0.9336315274596584,0.099,2016-05-31T00:00:00
20,0.8296328886535227,1512231.2139363908,0.9336315274596584,0.099,2016-05-31T00:00:00
21,0.6918768811402105,1486601.6303885297,0.9336315274596584,0.099,2016-05-31T00:00:00
22,0.4547872708128108,1377185.9301697777,0.9336315274596584,0.099,2016-05-31T00:00:00
23,0.9313654158966658,1731614.8117740902,0.9336315274596584,0.099,2016-05-31T00:00:00
24,0.850149034943367,1604748.0572788296,0.9336315274596584,0.099,2016-05-31T00:00:00
25,1.2160814223847443,1819651.8379361662,0.9336315274596584,0.099,2016-05-31T00:00:00
26,0.9411570603742011,1586869.1896691322,0.9336315274596584,0.099,2016-05-31T00:00:00
27,0.7248529134083121,1451302.5728078773,0.9336315274596584,0.099,2016-05-31T00:00:00
28,0.8285074298938807,1552647.2974379896,0.9336315274596584,0.099,2016-05-31T00:00:00
29,0.7372647853130767,1521289.7373028307,0.9336315274596584,0.099,2016-05-31T00:00:00
30,0.6323104571047955,1555347.4614106666,0.9336315274596584,0.099,2016-05-31T00:00:00
31,0.40449720840819997,1229311.7749062572,0.9336315274596584,0.099,2016-05-31T00:00:00
32,0.6592180133470577,1582724.9303707161,0.9336315274596584,0.099,2016-05-31T00:00:00
33,1.0584826417047308,1860992.5273106943,0.9336315274596584,0.099,2016-05-31T00:00:00
34,0.7810759869508324,1615595.0109488016,0.9336315274596584,0.099,2016-05-31T00:00:00
35,0.8345383257450243,1506955.1864901427,0.9336315274596584,0.099,2016-05-31T00:00:00
36,0.5517753981713821,1381068.464815284,0.9336315274596584,0.099,2016-05-31T00:00:00
37,0.8967497320673641,1562603.0306940642,0.9336315274596584,0.099,2016-05-31T00:00:00
38,0.6374600369445588,1390831.1505297187,0.9336315274596584,0.099,2016-05-31T00:00:00
39,0.7844560749256517,1565335.2258523498,0.9336315274596584,0.099,2016-05-31T00:00:00
40,0.9750994916190686,1566043.3517642296,0.9336315274596584,0.099,2016-05-31T00:00:00
41,0.7788279504110633,1514681.4948194956,0.9336315274596584,0.099,2016-05-31T00:00:00
42,0.7891249923136532,1500093.8213187146,0.9336315274596584,0.099,2016-05-31T00:00:00
43,0.789076976845741,1725880.0354150943,0.9336315274596584,0.099,2016-05-31T00:00:00
44,0.6468690828916306,1470973.1130494983,0.9336315274596584,0.099,2016-05-31T00:00:00
45,0.4454011038617406,1292485.0107409554,0.9336315274596584,0.099,2016-05-31T00:00:00
46,0.4861024735750774,1330821.9613162647,0.9336315274596584,0.099,2016-05-31T00:00:00
47,0.7049573861508703,1423023.3577924194,0.9336315274596584,0.099,2016-05-31T00:00:00
48,1.1350614869346975,1926088.3177833557,0.9336315274596584,0.099,2016-05-31T00:00:00
49,0.6270829138846545,1415167.3546068051,0.9336315274596584,0.099,2016-05-31T00:00:00
50,0.5698120291569416,1407080.1875725216,0.9336315274596584,0.099,2016-05-31T00:00:00
51,0.9690836957511662,1505440.5763209178,0.9336315274596584,0.099,2016-05-31T00:00:00
52,0.7622014704904604,1507191.3974771658,0.9336315274596584,0.099,2016-05-31T00:00:00
53,0.8082846247704435,1537098.4783796098,0.9336315274596584,0.099,2016-05-31T00:00:00
54,0.5057208677581929,1296627.1100310963,0.9336315274596584,0.099,2016-05-31T00:00:00
55,0.9549279094085501,1596623.3809821063,0.9336315274596584,0.099,2016-05-31T00:00:00
56,0.7146558396853129,1435579.3262861525,0.9336315274596584,0.099,2016-05-31T00:00:00
57,0.5982095210108347,1403550.6266303333,0.9336315274596584,0.099,2016-05-31T00:00:00
58,0.6206633645985536,1430951.0917030976,0.9336315274596584,0.099,2016-05-31T00:00:00
59,0.6897064616128712,1498791.186286939,0.9336315274596584,0.099,2016-05-31T00:00:00
60,0.7358026503017493,1476324.4994020327,0.9336315274596584,0.099,2016-05-31T00:00:00
61,0.6722878622663796,1500950.1749795496,0.9336315274596584,0.099,2016-05-31T00:00:00
62,0.9766577757385521,1682803.3030842612,0.9336315274596584,0.099,2016-05-31T00:00:00
63,0.6646593884461572,1480362.258805366,0.9336315274596584,0.099,2016-05-31T00:00:00
64,0.4784138378479792,1263007.5737239711,0.9336315274596584,0.099,2016-05-31T00:00:00
65,0.7830306065353476,1445151.345677972,0.9336315274596584,0.099,2016-05-31T00:00:00
66,0.7981055373038465,1513074.051438626,0.9336315274596584,0.099,2016-05-31T00:00:00
67,0.8495056752945502,1524449.2742552126,0.9336315274596584,0.099,2016-05-31T00:00:00
68,0.8866812107527859,1624687.0106477228,0.9336315274596584,0.099,2016-05-31T00:00:00
69,0.6853769686619319,1437874.8458916205,0.9336315274596584,0.099,2016-05-31T00:00:00
70,0.5275170341718678,1316312.9131862049,0.9336315274596584,0.099,2016-05-31T00:00:00
71,0.9483539992799672,1755703.1806682532,0.9336315274596584,0.099,2016-05-31T00:00:00
72,0.782119242826478,1659434.3735099973,0.9336315274596584,0.099,2016-05-31T00:00:00
73,0.8183860907017049,1609584.4418941587,0.9336315274596584,0.099,2016-05-31T00:00:00
74,0.8136599284424159,1580676.9284633836,0.9336315274596584,0.099,2016-05-31T00:00:00
75,0.8626333542930927,1579482.6790682117,0.9336315274596584,0.099,2016-05-31T00:00:00
76,0.5688345475926593,1448575.1933234571,0.9336315274596584,0.099,2016-05-31T00:00:00
77,0.6894033201444243,1497857.1232992772,0.9336315274596584,0.099,2016-05-31T00:00:00
78,0.940467961279695,1633564.6140865057,0.9336315274596584,0.099,2016-05-31T00:00:00
79,0.555812722942552,1398690.934421748,0.9336315274596584,0.099,2016-05-31T00:00:00
80,0.5980949193171854,1392784.3214161303,0.9336315274596584,0.099,2016-05-31T00:00:00
81,0.806021546835353,1507090.4386069598,0.9336315274596584,0.099,2016-05-31T00:00:00
82,0.6398241260284067,1524056.3307107654,0.9336315274596584,0.099,2016-05-31T00:00:00
83,0.5220548215567455,1374715.5494291922,0.9336315274596584,0.099,2016-05-31T00:00:00
84,0.675417583602982,1400927.243245881,0.9336315274596584,0.099,2016-05-31T00:00:00
85,0.9303137944704427,1668612.2016947458,0.9336315274596584,0.099,2016-05-31T00:00:00
86,0.5232711593281028,1351700.9156254292,0.9336315274596584,0.099,2016-05-31T00:00:00
87,0.5506892359185607,1408658.532382846,0.9336315274596584,0.099,2016-05-31T00:00:00
88,0.5650866237144875,1447045.5641972914,0.9336315274596584,0.099,2016-05-31T00:00:00
89,0.9027523889641429,1725571.623577195,0.9336315274596584,0.099,2016-05-31T00:00:00
90,0.797295024649546,1511335.4502897032,0.9336315274596584,0.099,2016-05-31T00:00:00
