name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,evaluation_start,n_evaluation_periods,first_evaluation_period,last_evaluation_period,backtrader_frequency,stop_loss,take_profit,final_value
backtrader_daily_improved_6_hzz_cross_sectional_trend_stop_take_top10,daily,2514,,0.0002700624632372954,0.004219998049114973,,,0.06805574073579845,0.06699039222681573,1.0159030044991477,3.2087406118608484,0.0013499563417180107,0.9279452510455457,-0.11153143607082494,0.03308919645599295,-0.031930026587137395,1927945.2510455458,0.9279452510455457,2016-05-31T00:00:00,2514,2016-05-31T00:00:00,2026-05-29T00:00:00,daily,0.05,0.3,3161380.879206555
