name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,evaluation_start,n_evaluation_periods,first_evaluation_period,last_evaluation_period,avg_positions,stop_loss,take_profit,trend_col,first_usable_signal_month,notes
improved_6_hzz_cross_sectional_trend_stop_take_top10,monthly,121,121,0.00612200243939774,0.020720326076756976,0.00612200243939774,0.020720326076756976,0.07346402927277287,0.07177731502867477,1.0234992663548959,3.2500466731996096,0.00149747659188748,1.0406961246454016,-0.08036661304247616,0.08004722934761065,-0.027743641352102347,2040696.1246454017,1.0406961246454016,2016-05-31T00:00:00,121,2016-05-31T00:00:00,2026-05-31T00:00:00,9.917355371900827,0.05,0.3,trend_hzz_z,2011-05-31T00:00:00,"Improved 6: replace the index-derived trend factor with a Han, Zhou, Zhu (2016) cross-sectional trend factor. Monthly OLS of next-month returns on 11 normalized MA ratios across the eligible cross-section, strict 12-month trailing-mean smoothing of past betas, per-stock predicted-return signal. Stop-loss and take-profit inherited from improved 4."
