strategy,month,portfolio_return,pnl,equity,prev_equity,n_positions,regime_on
improved_6_hzz_cross_sectional_trend_stop_take_top10,2006-06-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2006-07-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2006-08-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2006-09-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2006-10-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2006-11-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2006-12-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-01-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-02-28,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-03-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-04-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-05-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-06-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-07-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-08-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-09-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-10-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-11-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2007-12-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-01-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-02-29,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-03-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-04-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-05-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-06-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-07-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-08-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-09-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-10-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-11-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2008-12-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-01-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-02-28,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-03-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-04-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-05-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-06-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-07-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-08-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-09-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-10-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-11-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2009-12-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-01-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-02-28,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-03-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-04-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-05-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-06-30,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-07-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-08-31,0.0,0.0,1000000.0,1000000.0,0,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-09-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-10-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-11-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2010-12-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-01-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-02-28,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-03-31,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-04-30,0.0,0.0,1000000.0,1000000.0,0,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-05-31,-0.03168927511657483,-31689.275116574827,968310.7248834252,1000000.0,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-06-30,0.0009209283930982254,891.7448398866705,969202.4697233118,968310.7248834252,9,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-07-31,-0.04642992708514931,-45000.0,924202.4697233118,969202.4697233118,9,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-08-31,-0.03867145317514702,-35740.25253226029,888462.2171910516,924202.4697233118,9,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-09-30,0.055474480067211715,49286.97955803572,937749.1967490873,888462.2171910516,8,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-10-31,-0.003996389985065936,-3747.6114983916787,934001.5852506956,937749.1967490873,9,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-11-30,0.021707564566670695,20274.899717202257,954276.4849678979,934001.5852506956,9,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2011-12-31,0.03768051366257316,35957.62812970517,990234.1130976031,954276.4849678979,9,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-01-31,0.05062396991666335,50129.58195190687,1040363.69504951,990234.1130976031,9,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-02-29,0.02117730584278352,22032.10015779184,1062395.7952073019,1040363.69504951,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-03-31,-0.015139869395083778,-16084.533585324723,1046311.2616219771,1062395.7952073019,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-04-30,-0.03183344529433736,-33307.69230769231,1013003.5693142847,1046311.2616219771,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-05-31,0.016729301635132504,16946.842268524528,1029950.4115828093,1013003.5693142847,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-06-30,0.023231704659454615,23927.50377577555,1053877.9153585848,1029950.4115828093,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-07-31,0.0025514613343232866,2688.9287521346587,1056566.8441107194,1053877.9153585848,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-08-31,0.001411800733093235,1491.6618450775193,1058058.505955797,1056566.8441107194,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-09-30,0.01381217070083673,14614.084695733742,1072672.5906515308,1058058.505955797,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-10-31,-0.022487383257112123,-24121.59965538032,1048550.9909961504,1072672.5906515308,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-11-30,-0.002702105357393559,-2833.2952502710236,1045717.6957458794,1048550.9909961504,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2012-12-31,0.03154097096004261,32982.95147392346,1078700.647219803,1045717.6957458794,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-01-31,-0.018265573915249297,-19703.086404220565,1058997.5608155823,1078700.647219803,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-02-28,0.08592736422156798,90996.86911795262,1149994.429933535,1058997.5608155823,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-03-31,0.006269813874218227,7210.251032070958,1157204.680965606,1149994.429933535,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-04-30,0.025229898772047458,29196.156959301712,1186400.8379249077,1157204.680965606,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-05-31,-0.03176942441065548,-37691.271741193676,1148709.566183714,1186400.8379249077,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-06-30,0.0734933832655225,84422.55240831178,1233132.1185920257,1148709.566183714,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-07-31,-0.012725631787404202,-15692.38528642377,1217439.7333056019,1233132.1185920257,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-08-31,0.028133052030463953,34250.295361040655,1251690.0286666425,1217439.7333056019,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-09-30,0.008394942328440555,10507.865603740569,1262197.894270383,1251690.0286666425,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-10-31,0.05683929720959695,71742.44124976173,1333940.3355201448,1262197.894270383,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-11-30,0.01448442582323563,19321.359842463586,1353261.6953626084,1333940.3355201448,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2013-12-31,-0.016319654361973766,-22084.763129616407,1331176.932232992,1353261.6953626084,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-01-31,0.03899588306155028,51910.419983591,1383087.352216583,1331176.932232992,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-02-28,-0.0006169693629817938,-853.3225226452411,1382234.0296939376,1383087.352216583,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-03-31,-0.03208530962140114,-44349.40681196696,1337884.6228819706,1382234.0296939376,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-04-30,0.03883684971969577,51959.22404115894,1389843.8469231296,1337884.6228819706,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-05-31,0.007347969769477029,10212.530571484816,1400056.3774946143,1389843.8469231296,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-06-30,-0.018230145667336682,-25523.23170421053,1374533.1457904037,1400056.3774946143,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-07-31,0.05327559463581799,73229.07068862526,1447762.216479029,1374533.1457904037,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-08-31,0.005697667932732533,8248.86835505434,1456011.0848340834,1447762.216479029,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-09-30,-0.034340397899991014,-50000.0,1406011.0848340834,1456011.0848340834,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-10-31,0.022893609491056077,32188.668716287622,1438199.7535503712,1406011.0848340834,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-11-30,-0.020283329527225367,-29171.479527236486,1409028.2740231347,1438199.7535503712,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2014-12-31,-0.016143463636548807,-22746.5967045616,1386281.6773185732,1409028.2740231347,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-01-31,0.017942175918510495,24872.909727057642,1411154.587045631,1386281.6773185732,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-02-28,0.0017061752330548854,2407.67700642905,1413562.26405206,1411154.587045631,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-03-31,-0.00709836595332518,-10033.9822480524,1403528.2818040075,1413562.26405206,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-04-30,0.018975753398943387,26633.00656395557,1430161.288367963,1403528.2818040075,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-05-31,-0.009928099791707933,-14198.783989154721,1415962.5043788082,1430161.288367963,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-06-30,0.009839333897208325,13932.1278665104,1429894.6322453185,1415962.5043788082,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-07-31,-0.031671579315132245,-45287.02125743946,1384607.610987879,1429894.6322453185,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-08-31,0.0031683398639938505,4386.907489882187,1388994.5184777612,1384607.610987879,10,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-09-30,0.04744947732069135,65907.06390307513,1454901.5823808364,1388994.5184777612,10,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-10-31,0.010596757084004049,15417.238649622828,1470318.8210304591,1454901.5823808364,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-11-30,-0.008091883764645157,-11897.648996748581,1458421.1720337106,1470318.8210304591,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2015-12-31,-0.020714116101029828,-30209.90548170628,1428211.2665520043,1458421.1720337106,10,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2016-01-31,-0.002709541670658011,-3869.7979412259115,1424341.4686107785,1428211.2665520043,10,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2016-02-29,0.03312114208398473,47175.81615796907,1471517.2847687476,1424341.4686107785,10,False
improved_6_hzz_cross_sectional_trend_stop_take_top10,2016-03-31,-0.011671290236454003,-17174.50531849479,1454342.779450253,1471517.2847687476,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2016-04-30,0.02887925235515356,42000.33213863929,1496343.111588892,1454342.779450253,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2016-05-31,0.023201812248561188,34717.871934513314,1531060.9835234054,1496343.111588892,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2016-06-30,0.008133960103325493,12453.588955737669,1543514.572479143,1531060.9835234054,10,True
improved_6_hzz_cross_sectional_trend_stop_take_top10,2016-07-31,0.012790759229881807,19742.72326439467,1563257.2957435376,1543514.572479143,10,True
