month,intercept,ma_ratio_3,ma_ratio_5,ma_ratio_10,ma_ratio_20,ma_ratio_50,ma_ratio_100,ma_ratio_200,ma_ratio_400,ma_ratio_600,ma_ratio_800,ma_ratio_1000,smoothed_window,smoothed_n_obs
2017-01-31,-0.5695912629268779,0.9765689366240743,-0.5899641270659339,0.12933408639853686,0.12611467970648751,-0.16675966357193228,0.13083991563292577,-0.05241456114471124,-0.056831546806588196,0.13925299141356437,-0.07800001913804709,0.040187860246628675,12,433.5833333333333
2017-02-28,-0.5805638326229029,0.9760786672200251,-0.5403769433862017,-0.012751093861343729,0.2600068165225506,-0.20001958119091579,0.14117502323493097,-0.052096917740794745,-0.055434814883548844,0.1276833892528554,-0.040973331636034525,0.00518522599326596,12,434.5
2017-03-31,-0.5979576884308316,0.9804655284649568,-0.5230338331622331,-0.02284830320294599,0.2966570726356262,-0.25035661341512055,0.1543537857557373,-0.0450568051291517,-0.03926400413891586,0.07022067912254827,0.04162473615571172,-0.045666897286875556,12,435.3333333333333
2017-04-30,-0.5069842352974956,0.96506978192363,-0.6210142765186151,0.006477232810843091,0.3194186366130237,-0.25831878982388545,0.14231152913444706,-0.05894328920028691,0.01730585298515257,-0.037572970963304274,0.18620096568828728,-0.13865636724619115,12,436.1666666666667
2017-05-31,-0.5109045682499689,1.134825971338981,-0.8493256550442907,0.19805133600543204,0.15278577792134088,-0.1838239799020068,0.11385974049582594,-0.08147874728622086,0.05875091752202762,-0.09232281490107304,0.23522805205749778,-0.16128153777863666,12,437.0
2017-06-30,-0.5188950909391546,0.8311806477115837,-0.3900159860057942,-0.024152238874609638,0.20441546675976832,-0.13150214901494006,0.047913745640671856,-0.030962258927367908,0.023884809388012365,-0.06469897226027947,0.22731003858690466,-0.1627032401849738,12,437.75
2017-07-31,-0.5535076776128375,0.7130910636433666,-0.056459399490799,-0.2696808107791943,0.2693787781157186,-0.14927449165990936,0.08813694795676107,-0.04356843073401114,0.003640040377601903,-0.03978230161829767,0.1837866911615591,-0.13341933426579894,12,438.5833333333333
2017-08-31,-0.5443481775291278,0.6274783099190527,0.09769809248572413,-0.41709313018392885,0.39149419007756925,-0.21585122929925496,0.13975049537266912,-0.08318192495998712,0.0165766226247809,-0.06529500951524043,0.2074578192370812,-0.14389349853232783,12,439.3333333333333
2017-09-30,-0.45511262811619546,0.5512596619347957,0.1277238525799709,-0.5385908154945078,0.4603891794915856,-0.18355746566100764,0.08510468201979438,-0.03931776486767554,0.047210677312278015,-0.13200529892213678,0.1948902338023785,-0.10388114751765122,12,440.0833333333333
2017-10-31,-0.4608867220559389,0.552146394174413,0.15242323161428348,-0.518019447497808,0.40210033158911357,-0.12445847092356954,0.07642917531626871,-0.07415363674584241,0.041614004459571086,-0.08100373039312815,0.13784415142793252,-0.08901488549596576,12,440.8333333333333
2017-11-30,-0.5104832329226108,0.6088051918669256,0.08516294559500985,-0.3898535821843369,0.2887629056223682,-0.05687321209716988,0.016468881056328922,-0.01777731377736497,-0.005720094167789222,0.03036505775923422,0.016819241255433878,-0.05071009197213076,12,441.5
2017-12-31,-0.46094617505832036,0.41804029406755266,0.27405889411794676,-0.4255252569739494,0.25937020260000193,-0.018013009769977394,-0.0203968642134261,-0.0027671636694642002,-0.012328465296311283,0.021135916292128142,0.017905356103380163,-0.035750043998178015,12,442.3333333333333
2018-01-31,-0.3681609550626917,0.17659680133635958,0.3892152027091975,-0.28432154747045785,0.1745813717276891,-0.03367930212494105,-0.03659483319419657,0.026555498746123025,-0.0013942550127465057,-0.040171099339579235,0.05377087720386043,-0.04203478770711768,12,443.0833333333333
2018-02-28,-0.3326366876145159,0.2453387213552001,0.22947688778084654,-0.1042586123758034,-0.016133569589402475,0.0600766854145136,-0.07233497774272578,0.03525145650360311,0.018647348830180658,-0.1352341572670673,0.16363892764545046,-0.08546465291719041,12,443.6666666666667
2018-03-31,-0.242481498864106,0.09066875699155463,0.25063299859925076,0.02270682866694643,-0.1347175827012751,0.09537988391081827,-0.06689553324106474,0.017521262661123183,0.022070879376936317,-0.08514984904030876,0.07614728825138639,-0.03734341654734371,12,444.25
2018-04-30,-0.21270438423533033,-0.08984743700510071,0.46761759974999,-0.04343596924154735,-0.16579246697820002,0.13963593716151426,-0.073056834159801,-0.0022373313514069634,0.020027258986448127,-0.06627037081611485,0.038607763368023094,-0.0014722166280059419,12,444.9166666666667
2018-05-31,-0.2275116741994474,-0.00980284176223295,0.3304039035262451,-0.05598443109542032,-0.07046688009727252,0.11528042177792741,-0.05496748114138172,0.0010009381697859536,0.020340635836845342,-0.09000711532370555,0.02737739869804358,0.025535248212684183,12,445.5833333333333
2018-06-30,-0.2565108618557702,0.3301113408298506,-0.010669071588606896,-0.012657223517752966,-0.07411119915065606,0.10176448079023907,-0.04396792245602369,-0.02440907984032328,0.04034542670892885,-0.12412032791899591,0.10997376307067284,-0.023701763858840763,12,446.3333333333333
2018-07-31,-0.15985335322531483,0.2234281311320132,-0.041302073824903474,0.01903238953043408,-0.06425601831371029,0.09710051531282043,-0.06672402461252012,0.0023545086025134753,0.03613191027487218,-0.10126867297586073,0.10227674318809395,-0.03387673316562614,12,446.8333333333333
2018-08-31,-0.23464972762447225,0.2731374491155019,-0.01707949218521519,0.004808758821246544,-0.021534910534576596,0.08321798643401737,-0.07208796879306982,-0.006105280835829267,0.04642760547990012,-0.1265296770971784,0.1287591330191913,-0.041966594733259165,12,447.4166666666667
2018-09-30,-0.27324805882557085,0.36811773973931095,-0.12290199505499015,0.13990745176095765,-0.09204743072860451,0.07093108217450836,-0.044663021036398964,-0.056969435964700284,0.0498601298785955,-0.09399000389965338,0.1256805118849902,-0.057107647399560146,12,448.0
2018-10-31,-0.22267832504732463,0.203560330585433,-0.037150648337569626,0.10616239377374899,-0.1013945463437979,0.1694924159663267,-0.10122173284969767,-0.0463388519272912,0.04882407613508754,-0.12968885477011358,0.22108292276930028,-0.1022674775845938,12,448.6666666666667
2018-11-30,-0.22371813317632339,0.2589420900564164,-0.11585274396239804,0.14171102847954467,-0.14498614688763223,0.21503211422360802,-0.12384462607900781,-0.03301332965004935,0.09048038340108859,-0.21836129267830548,0.271571261110421,-0.11177017503166654,12,449.3333333333333
2018-12-31,-0.2388721364235502,0.21217103120579117,-0.06256702376065655,0.13415953996695468,-0.12521331789374332,0.18129976004241852,-0.07661463975773747,-0.0561433162222787,0.1063199753386914,-0.2835523981412551,0.38694903064851344,-0.1800738935484679,12,449.8333333333333
2019-01-31,-0.06343772954873132,0.2922128083372412,-0.3429439254859203,0.02549816865239798,0.03982596360933569,0.12663658615285636,-0.06975342537557926,-0.05305906325423351,0.0948285104108107,-0.21252995526262783,0.3122347212505581,-0.1503564059164506,12,450.3333333333333
2019-02-28,-0.05387213798102005,0.16212520056714344,-0.16723851606297804,-0.10250437035891312,0.13522010864592274,0.09615689291677974,-0.06598667434919049,-0.04092226558280338,0.06741908570415127,-0.1357760538403647,0.22775283239725727,-0.1139802926288583,12,450.8333333333333
2019-03-31,-0.16129983815924367,0.358582310541445,-0.2800154694862908,-0.060798450792679155,0.11509017071896244,0.13171633372226066,-0.11725340536299002,-0.007289783740141891,0.06193370085473021,-0.20596707936729786,0.3513569859621042,-0.1785596960032313,12,451.3333333333333
2019-04-30,-0.1485672908060491,0.4874411207332807,-0.5232195983283408,-0.0007974345568427325,0.1962608370995901,0.08340627884490039,-0.12494531309517794,0.011853516131908192,0.060412551942160254,-0.1776886339532676,0.3382183262280695,-0.19585066497621995,12,451.8333333333333
2019-05-31,-0.09209150762193086,0.3240904912612929,-0.21807581356545083,-0.23147654587546798,0.20350582697523353,0.06344845230412899,-0.06574721720486336,0.01336452145259113,0.017257068623434714,-0.16237278861485546,0.37498368477854566,-0.22404966452579736,12,452.25
2019-06-30,-0.08057143975928664,0.1409827865506424,0.0025479522584538894,-0.31887882554286223,0.23318666704704905,0.09676860886290829,-0.10387284964130183,0.050600394468067,-0.0049043209104891045,-0.13426961300499252,0.32717613240872073,-0.20335096611363615,12,452.5833333333333
2019-07-31,-0.18423585344398433,0.41985797798274094,-0.24538090294772333,-0.20300770234263363,0.19883768037741112,0.08905195028092773,-0.08795330608886953,0.03168245119866269,-0.011838536370247328,-0.10831647401153914,0.2964513209936505,-0.19129645067288245,12,453.0
2019-08-31,-0.13920895263334024,0.5754544777256648,-0.47118265650661173,-0.18377372321039784,0.1784601786385722,0.12706073827794548,-0.1220118335319994,0.08323736026905097,-0.06641794396257183,-0.030987610089157427,0.1808894524483952,-0.13189380054951355,12,453.5
