month,intercept,ma_ratio_3,ma_ratio_5,ma_ratio_10,ma_ratio_20,ma_ratio_50,ma_ratio_100,ma_ratio_200,ma_ratio_400,ma_ratio_600,ma_ratio_800,ma_ratio_1000,smoothed_window,smoothed_n_obs
2019-09-30,-0.20885258851568053,0.9771664715648892,-0.7812159293424482,-0.2802874958815697,0.23438483912663974,0.12279398377869609,-0.11062515532042287,0.09705675340150233,-0.08691004093958553,0.0021319549039430417,0.16283126305501053,-0.12690427317803288,12,454.0
2019-10-31,-0.25604339339599563,0.9929254610797785,-0.6944494716320144,-0.343365378730863,0.3279129852573194,-0.011502883950447856,-0.07860160172295615,0.1391497552348594,-0.10872545632976865,0.07596159951900207,0.05254464820184577,-0.08933670321569659,12,454.4166666666667
2019-11-30,-0.21463131779718392,0.9520007188054002,-0.6572731153759485,-0.37722084645317017,0.35159831259372826,-0.09611971636998538,0.023965446271492042,0.08002169178934371,-0.10725786442148962,0.11700619802842549,0.01695248538955296,-0.08282403358498548,12,454.8333333333333
2019-12-31,-0.29709979606689996,1.1494289647373088,-0.8285322225014206,-0.34643407539971066,0.3954050581593351,-0.13066200226324096,0.05243517585542521,0.05791511513203088,-0.10447066922494837,0.15881563667030096,-0.005726383773675191,-0.08625272964552655,12,455.3333333333333
2020-01-31,-0.44574059421229517,1.301188422778861,-0.6637750514032514,-0.5566076964062528,0.47384872220632324,-0.19466295785687981,0.09677951041561932,0.04637454390198284,-0.09051640100887788,0.0884924529906545,0.0787626689665455,-0.12249957239041942,12,456.0
2020-02-29,-0.4228843060634277,1.2010957128096649,-0.5626996787856412,-0.5285353165701917,0.40815769278298136,-0.16680792309391881,0.07993020351819384,0.02265095677213026,-0.06392490545370404,0.08680878370200672,0.042580164460978155,-0.09431134321745671,12,456.6666666666667
2020-03-31,-0.518033826816536,1.7679031929533338,-0.9760095726528203,-0.5804214584746289,0.40404304862654633,-0.16954298919709984,0.09219567542399577,-0.003065871386174442,-0.03655372802260635,0.13179539873153914,-0.10859999935245156,-0.005046937386427965,12,457.3333333333333
2020-04-30,-0.5384622108008389,1.670209362942665,-0.8297145419196209,-0.584119842984699,0.3549957389463963,-0.13989657304369063,0.11283697267595322,-0.019805678624852264,-0.0656547534008302,0.18456074825311944,-0.18094250711422113,0.042524799904620374,12,457.75
2020-05-31,-0.5702604153309054,1.59312226466864,-0.7458178823489113,-0.48324353105529844,0.2773434487669138,-0.09230969043619108,0.04953356606468521,-0.004088546122680355,-0.06625559826348736,0.23217444294741743,-0.23257550255775802,0.05674825503931424,12,458.3333333333333
2020-06-30,-0.5433311409476048,1.4313087732546004,-0.6373264790749671,-0.3593515028782168,0.1808903031075334,-0.12717675166700695,0.10116863535346728,-0.02962369835306396,-0.0586251610169169,0.2187636337005601,-0.21503974406309936,0.047828255881647526,12,458.9166666666667
2020-07-31,-0.4600918412177064,1.3605024028594677,-0.6516120372264357,-0.2892481785260341,0.09871758665219295,-0.09891203198771921,0.1001576196915197,-0.03896317080077818,-0.05486524398940281,0.18951707712657948,-0.16863789701592632,0.027570142985342595,12,459.5
2020-08-31,-0.47266220128816056,1.3079256038235274,-0.6075622449939228,-0.31445013253213033,0.19586643017317087,-0.15720700472735782,0.08762557207407017,-0.03436466568917769,-0.03167449028225688,0.1500808128995073,-0.09124670484094426,-0.015466769295090414,12,459.9166666666667
2020-09-30,-0.39681712511914585,0.7886200765947772,-0.1947883204405146,-0.22184077623101775,0.13811584157291654,-0.15623982396278893,0.09249278189670222,-0.04821920885951131,0.022553637814632377,0.03399439395606665,0.0002776113637873445,-0.04495649009824809,12,460.3333333333333
2020-10-31,-0.36197470463504183,0.8040636686276316,-0.20652375692160885,-0.1862870735196763,0.010027452368648946,-0.06589311947905316,0.07382078448489433,-0.0831395909313881,0.07248513267996606,-0.07840686908370066,0.08983943335217841,-0.05652187619595394,12,460.9166666666667
2020-11-30,-0.310470557281717,0.7758187415516208,-0.4088390091097564,-0.024091430696467353,0.02912950651061989,-0.047050573011825324,0.05908183470523682,-0.09422438394328177,0.06020069486076294,-0.08973798528109157,0.14506240878281063,-0.07736355198916793,12,461.4166666666667
2020-12-31,-0.28590240707290754,0.8472065312185325,-0.48956866443276564,0.019111796929107482,-0.022253440125509023,-0.056482160677590716,0.06280250703024891,-0.08147606539353647,0.049942716759211865,-0.09481097579922444,0.13930390889878327,-0.07101561953788332,12,461.8333333333333
2021-01-31,-0.14889889443259377,0.40450197726318987,-0.3066261949068978,0.2168775791004459,-0.15835887208186614,0.0803209024491076,-0.03811079312775539,-0.04697593859417456,-0.0036807701197962748,-0.017148267159654035,0.08549108679848379,-0.04978133992921562,12,462.0833333333333
2021-02-28,-0.22441997314900133,0.6382652952952217,-0.6688886128366104,0.4290810957805468,-0.15099555145052093,0.08229243067326326,-0.024917014665355258,-0.09874555427601983,0.0460669748560252,-0.11917765680129107,0.2324449833161232,-0.1183704629853556,12,462.4166666666667
2021-03-31,-0.15997190899986935,0.11637866867595181,-0.2229463915162939,0.34552382671938703,-0.03560828868431687,0.014829557614981392,0.031030120290000764,-0.11203628685460933,0.04993137685076978,-0.1524112438788416,0.324639411745831,-0.16750795625154968,12,462.75
2021-04-30,-0.18455382731845382,0.18916149229390924,-0.22498404751752854,0.25154811887877565,0.025542768154945383,-0.023360910502731546,0.057224509081980734,-0.11176567793136856,0.08222614855626913,-0.23310252101258364,0.40406534574024006,-0.20583569056243353,12,463.25
2021-05-31,-0.2376140038077835,0.2959611576451802,-0.3340699452110168,0.27396543507150795,0.08053086004499956,-0.03715123960396241,0.04016883426988465,-0.11912986370156396,0.10335976896610477,-0.24588853047066442,0.3770224224986432,-0.17422856902928155,12,463.6666666666667
2021-06-30,-0.19961523584811713,0.2211651392836663,-0.21818553637861005,0.1928943679426879,0.07801261921798235,-0.05782031305658756,0.052344462063930675,-0.10053402169935087,0.12991350607122495,-0.3519438536178339,0.5107665842478019,-0.2329709637480354,12,464.1666666666667
2021-07-31,-0.3330982386152956,0.33971254744890067,-0.22134241267312857,0.2166610695542519,0.06540992671228417,-0.023818093755029874,-0.009658555109827285,-0.05606914259525903,0.11622690997379913,-0.32821764519156077,0.48955131855253287,-0.23667362879851506,12,464.6666666666667
2021-08-31,-0.3107897940683662,0.3596035166079263,-0.25177753819976845,0.250397613113116,-0.021272900688772328,0.006011351181858332,0.023353408027486783,-0.07567816180339088,0.10102120963195299,-0.2656724614776169,0.3925378777379493,-0.18899876714273578,12,465.1666666666667
2021-09-30,-0.2650335023066944,0.34519910749484867,-0.255319912703161,0.18189232697499416,-0.006058622855087297,0.026096892005676057,0.03361132549339647,-0.07470191686394163,0.05285323937068039,-0.22005277656757916,0.3813285589189652,-0.18198469085015487,12,465.6666666666667
2021-10-31,-0.20101012468265958,0.3386640713117101,-0.30678275148728784,0.13162438923006467,0.08348336960366061,-0.03481701319575468,0.08252102545432924,-0.09032067100079903,0.06323387024922895,-0.24729273286552236,0.3840686545896254,-0.18064483592439337,12,466.0
2021-11-30,-0.22283784115674685,0.3751346477605855,-0.19583473028169074,0.01906819922729717,0.05816402902800438,0.0033535279759240913,0.0096575075654452,-0.02454457431221126,0.05107302088910994,-0.21474954191969456,0.2970678299861673,-0.14265067658350342,12,466.4166666666667
2021-12-31,-0.13471879726981428,0.04297869271505431,0.13834422822221148,-0.09802875114848093,0.08080389369389666,0.008081512415091363,0.0038128976096942816,-0.029884831325038348,0.06689604409957257,-0.21503390933789238,0.28703370219036545,-0.13104591152412545,12,466.8333333333333
2022-01-31,-0.08234535602232235,0.10677680185152522,-0.07850198980698876,0.006396136973557971,0.05145573273012261,0.042781429710862656,-0.03376095807658345,-0.015501248219325395,0.06420135823023075,-0.19833515280050393,0.2545548200798051,-0.09802011720841573,12,467.25
2022-02-28,-0.025080313422993352,-0.06520093384079718,0.18805881104133215,-0.14970303932061788,0.08808476930426651,-0.039545655933884045,0.006778883889174581,0.0385590332788834,-0.0022668251569486083,-0.118115512603315,0.13485913618125087,-0.0370595859813141,12,467.5833333333333
2022-03-31,-0.04030654534302123,-0.05875830165191851,0.26273852397898295,-0.210845688341854,0.08618668887086962,-0.01727420394865573,-0.006030780801821405,0.0368894712536992,-0.028034613014817286,-0.10222538198938086,0.13007528090367237,-0.03610676296086793,12,467.9166666666667
2022-04-30,0.041547377730578525,-0.0972567685386962,0.18687769116139033,-0.20189213633755088,0.08495538261275744,0.043669977467183964,-0.051320938078317245,0.0382030257934903,-0.06155572681824606,-0.06740844477786363,0.12430470355024471,-0.027468944123660865,12,468.25
2022-05-31,0.055306634846210505,0.022775810167818027,-0.047987797390044884,-0.05516251816191107,0.002236904196401296,0.0436569143376053,0.006905171175922782,0.03081365936274759,-0.10266446875296771,0.004515841112516859,0.05440366159030957,-0.0022443175142369217,12,468.5
2022-06-30,0.03066278241042511,0.043746843766469055,-0.10099662641103331,-0.046050056225223644,0.04268657551576876,0.09185109649306834,-0.0465068843992981,0.04447413178378511,-0.18237278734890908,0.14896670972499285,-0.042993896134078335,0.024126548196611242,12,468.75
2022-07-31,0.1058227544462804,-0.28636478222560985,0.29841729754930674,-0.32105949808486706,0.19274343635252258,0.04927800429219711,-0.02797254107011816,0.05739067274263115,-0.1825467864081807,0.13096915081070146,-0.03995177869147006,0.03129320220733825,12,468.9166666666667
2022-08-31,0.1739874856087433,-0.5351427470424823,0.5530911270045618,-0.4183720088608909,0.1812386047042568,0.07157668548910569,-0.027728271690209194,0.0565333226728986,-0.1608639183204461,0.09941168227652163,-0.01442121286609988,0.0261412367538095,12,469.1666666666667
2022-09-30,0.2660192400451909,-0.577421138637261,0.46790384509820226,-0.3459988243768713,0.15992375907256115,0.07263975409401295,-0.04851667413655575,0.05434771712066367,-0.14647527716014028,0.12328714879349102,-0.07113360871416771,0.04987203838406524,12,469.4166666666667
2022-10-31,0.15527904649643748,-0.23590706681256088,0.07319242590743391,-0.13235647316324473,0.11582709967056158,0.051357848235640415,-0.037506090148378406,0.048501853770386245,-0.162783166110931,0.20263664470981738,-0.16774232460043983,0.09740667451194278,12,469.75
2022-11-30,0.1652430346148874,-0.3843272275949711,0.32803021442547975,-0.3196660165565494,0.20814313063135262,-0.008029933360646673,0.03241417117289231,0.02569393396968585,-0.16850340918874676,0.19878093046991654,-0.16933875969019277,0.10656259838580724,12,470.0
2022-12-31,0.05120040434729304,-0.00945739069524095,-0.025779499205861905,-0.20326775996793742,0.1787062905545536,0.013881329490168301,0.0048075668201331976,0.04566262751101218,-0.1877056628004015,0.19571802743284406,-0.1555108050070306,0.0958906789353756,12,470.3333333333333
2023-01-31,0.1844643719190809,-0.20724537542367738,0.15440877288284086,-0.41189902852670573,0.28971800670158526,-0.022388693301981177,0.04506441553888154,0.0019133503828486279,-0.11410109848093997,0.17307952824931083,-0.1794974870849625,0.09019210772653141,12,470.6666666666667
2023-02-28,0.19552750728563126,-0.15782512254680764,0.15800542205784077,-0.5053326147448406,0.27985170485822314,0.025673360503549358,0.030810019450528903,-0.006274941541855224,-0.10886412682364376,0.20315435331430617,-0.2017877844554714,0.0882354209356932,12,471.0833333333333
2023-03-31,0.25019448838276764,-0.3618726994949691,0.22654550779823093,-0.34904984771658304,0.18398568324309583,0.08844053649225185,-0.037088789175319145,0.013620762971671974,-0.09183506422814303,0.14660160029997454,-0.10896198471367378,0.03784084294932586,12,471.5833333333333
2023-04-30,0.20324665436582245,-0.5596387998239499,0.5194794627513858,-0.3289938113618582,0.13424496975947797,0.04423701811169855,-0.013993699657318776,0.01899844787108014,-0.055752079367772565,0.07747666824463378,-0.07248670638482187,0.03580599549575037,12,472.25
2023-05-31,0.19465176919636526,-0.3681212183720269,0.22619646063284682,-0.2904112610789858,0.2488644377807948,0.07082736469418174,-0.10586038122437695,0.021952015914848355,-0.015616695318273298,0.03363433627509679,-0.024987500685842958,0.007046585461453367,12,473.0
2023-06-30,0.09297560014895188,-0.010347740353454352,-0.08920033808263524,-0.20057070744668823,0.26805170905521947,0.017415296759046444,-0.06973622470658541,-0.019180357755508578,0.030441684115892584,0.04059125695164719,-0.12611791622619065,0.07096608517295123,12,473.9166666666667
2023-07-31,0.08899833514560018,0.15669980070897446,-0.30174508045375764,-0.18832499939328554,0.33355468286077655,-0.03944953345871705,-0.03515357888945043,-0.039048470537071604,0.01885714072476311,0.06894526736916289,-0.12237184511925658,0.06578473809211914,12,474.8333333333333
2023-08-31,0.09494056658726818,0.1836161023334311,-0.37693469274617114,-0.10634135368237291,0.2912615402025126,-0.016052045175124863,-0.05698197590827775,-0.02337199991693407,0.004729604663760615,0.04747010309321988,-0.0637396648035872,0.02806156446735102,12,475.6666666666667
2023-09-30,0.07358255377322291,-0.017009388108868206,-0.13749032982034234,-0.1292099422162793,0.3235015097501884,-0.0472046684922219,-0.055012014469660246,-0.025937550155509286,0.025731159747243302,0.03229124738779268,-0.049938617242287486,0.014926677565604939,12,476.5
2023-10-31,0.10961924236263172,-0.42643905995545134,0.38291962356934156,-0.3116459545532005,0.36070944488778184,-0.06918394692996994,-0.05378234091712769,-0.009638977382205486,0.0383878679640311,-0.0214887187095593,0.02259401236929742,-0.02137234512762722,12,477.3333333333333
2023-11-30,0.09900405393845886,-0.20280642370730625,0.06054746082041559,-0.18083259976809807,0.349700803482198,-0.10714332210741036,-0.017282857736546576,-0.015481594962054946,0.01234402200201344,-0.0031757168537339953,0.06632893781197195,-0.06070273143306441,12,478.1666666666667
2023-12-31,0.18747976912804995,-0.3629528298905735,0.009125661646585459,-0.028247156576908867,0.31662890437761254,-0.16456587326559372,0.07013446974836347,-0.031811759094668955,-0.019430039813216622,0.0729650128890974,-0.02290776196435811,-0.020579935257477134,12,478.9166666666667
2024-01-31,0.05334631024546157,-0.16464270753424934,-0.14665111871427672,0.18955763082212562,0.17791570981561847,-0.12546428810581686,0.0713750124132945,-0.0225331784253846,-0.058850217434862497,0.05203619484680174,0.006702830505899533,-0.026250508845966986,12,479.6666666666667
2024-02-29,-0.004306010018035151,0.07710019661771567,-0.4303137283086333,0.34970266308142234,0.14402105848765578,-0.15122852648925583,0.06982018365683197,0.0034263689368789507,-0.07052056652212622,-0.012843439851625843,0.12715931461679786,-0.09121763787159583,12,480.3333333333333
2024-03-31,0.027540021630664213,0.159884887805276,-0.5090692348913576,0.28636920520602577,0.1695113710639774,-0.17691440488941515,0.10559004796095878,-0.010303726094273812,-0.06288965125251467,0.028235722835372165,0.0656499343717806,-0.07184596123242852,12,480.9166666666667
2024-04-30,0.03218616390569574,0.43852998805676857,-0.8366805217727104,0.3939794255965521,0.1099062280446934,-0.18574361481361448,0.09416988573871697,0.0036856512121144227,-0.08621517083025727,0.09446531796031497,0.006483626048302854,-0.06076356852467199,12,481.5
2024-05-31,0.0851861144466206,0.15564476795213478,-0.38973121702675795,0.1681746121115385,0.13995767351921606,-0.28187228670521586,0.17533006419219968,0.012981705907363724,-0.08677680574803875,0.06369286119758996,0.037902563063947625,-0.07040812631457252,12,482.0
2024-06-30,0.13118373261215746,0.059703542905007366,-0.44080279164602915,0.35772856689493215,0.008576351589929207,-0.25137180244614993,0.1586596760977955,0.07436414640526633,-0.11378807384528355,0.0062870563958780335,0.11509184091559788,-0.09922950836801775,12,482.25
2024-07-31,0.2289576496657332,-0.17693671457594298,-0.3397117230959994,0.4517117136562228,-0.11519619776219063,-0.1477787661306534,0.09876770482493498,0.12249516321320852,-0.142835058392632,0.0014218513543973927,0.12333797311355797,-0.0954957718391425,12,482.5
2024-08-31,0.12317169582707467,0.008250565357772022,-0.475534405211856,0.5403536884111891,-0.12923129784609286,-0.1577905950408376,0.08846501648651701,0.1328784865793179,-0.1534045243807193,0.03653348219336882,0.047822478964705116,-0.04764057802825509,12,482.75
2024-09-30,0.14271593689798442,-0.00011360205862720463,-0.4400022678285705,0.5172815539988517,-0.15661839638321226,-0.1741454664392732,0.13317730091872498,0.10233773309035661,-0.13355835410278358,0.024663832671078384,0.022227160555883193,-0.019802104048050023,12,483.0
2024-10-31,0.16509356049907373,0.00785248403369306,-0.5102673803363117,0.623163764920248,-0.23795984973408676,-0.13555452255291303,0.11725755935542574,0.0983771260717155,-0.16829359565444243,0.0908669466189876,-0.03170242792668621,-0.002685737730054469,12,483.25
2024-11-30,0.19722473666621185,-0.2889602109169744,-0.1185571909290571,0.5377380319887232,-0.22754444745182043,-0.12360326969859964,0.017269689241169405,0.1393801634247247,-0.15369672875530058,0.057826199632192175,-0.03691096945792952,0.01574260620448855,12,483.5
2024-12-31,0.1796088554981651,-0.3034830727360599,0.01922503857467685,0.35664808749021987,-0.15980472390117836,-0.047895333192864674,-0.08455165549244244,0.15211917253064222,-0.09970627755030981,-0.010330326090843917,-0.0020751032808968522,0.009348618628263207,12,483.9166666666667
2025-01-31,-0.018824134615064585,0.09045501574491033,-0.04297323775944321,0.1657748960483237,-0.07870523853545046,-0.0974533129469144,-0.057655560443297726,0.13891810409822253,-0.08179583631055354,-0.04328990828562953,0.05007104033081727,-0.01571318767920001,12,484.4166666666667
2025-02-28,0.06824406360164026,-0.2723960008871868,0.3396787777011779,-0.036827241547072655,-0.004030305906127847,-0.08176219698180752,-0.06613403990544335,0.13494747918070563,-0.06812273140536702,-0.02334731781192521,0.011922394603350409,0.006132441305066544,12,484.9166666666667
2025-03-31,0.08630600410524808,-0.3134053067765339,0.3889421325567819,-0.08744034524666493,0.0449693390016229,-0.13982092085948253,-0.052267684936903064,0.16271632537390432,-0.09709253267083823,-0.017316599054184926,0.016245206685275265,0.011562835472860513,12,485.5
2025-04-30,-0.07333801457328115,-0.1053364658231628,0.30125992604683866,-0.047720314812502364,0.01713436339446084,-0.08532792283261381,-0.06747748673016242,0.16394244271144973,-0.09473141215647153,-0.025068215366938134,0.013008583878097632,0.007835180176649872,12,485.9166666666667
2025-05-31,-0.12081573898550856,-0.21100977248014355,0.5432077033320686,-0.04928988407817897,-0.12492747112978254,-0.03144397658490723,-0.041951884996625034,0.13218670528899323,-0.09839399971609498,-0.001102212537856577,-0.016702792679206935,0.022308777631607407,12,486.5
2025-06-30,-0.18155633557839979,-0.1895496569577596,0.739036482845906,-0.301949982501162,0.015304936204388414,-0.08373299224029383,-0.012302131298726574,0.06846897713407761,-0.016972801086439743,-0.056116724181903464,0.0022726135629281114,0.02137916307755887,12,487.0833333333333
2025-07-31,-0.23857027787331553,0.19275794244649647,0.4030591985107854,-0.22123227074110505,0.017554204798726717,-0.1676506339061639,-0.0004758280807073874,0.050920474947303555,0.006861150717566882,-0.06557777752225036,0.002245807022907361,0.01882375466820627,12,487.6666666666667
2025-08-31,-0.18935388313555432,0.09567094283233722,0.5527323447015017,-0.47321529834389847,0.22470341393244997,-0.28805950075289505,0.05975467062619803,0.057642158062714666,-0.01252842754346469,-0.07645071551334859,0.06851055501368032,-0.020550329040835546,12,488.3333333333333
2025-09-30,-0.47160330056314875,0.682523194760007,0.2740316041003456,-0.5555176585785153,0.291532737494366,-0.2931333845178114,0.062974709035845,0.05810060735453246,-0.026718096941113545,-0.07063687129762995,0.07540698280723564,-0.028860805042962113,12,489.0
2025-10-31,-0.4206978734684504,0.7568083328379754,0.14776085347815762,-0.5237290750903422,0.241542215182027,-0.25492143009153834,0.0460497109105772,0.03389100998491102,-0.015530037652432415,-0.050165891693522195,0.08200188432065873,-0.04373629477236859,12,489.5833333333333
2025-11-30,-0.48995015528386837,0.982616823962,-0.1304839618378128,-0.35120939540145696,0.0961082570974517,-0.14144632393432713,0.007946676373956066,0.05729938149758993,-0.019424386970206018,-0.09541143581717644,0.15359576908536784,-0.07204009426425634,12,490.1666666666667
2025-12-31,-0.4348381052253549,0.8795935471557378,0.002802424441440262,-0.4366669703166975,0.10333576712294068,-0.15885272360998579,0.03264878952378585,0.06016908065327504,-0.05170581852398252,-0.07253350332284537,0.1517337584203077,-0.07353144677844282,12,490.5833333333333
2026-01-31,-0.3497599648258376,0.7732925600284908,0.13319078606478826,-0.5363129519842689,0.11083261399742056,-0.18531979895479891,0.06246909280303314,0.02298295990995904,-0.03151244612923152,-0.10557763716066304,0.19738849552498483,-0.08834733169762869,12,490.9166666666667
2026-02-28,-0.36185908756747204,1.0083326617781785,-0.17857756522943424,-0.3066109304804456,-0.029122892242060605,-0.17960733115526653,0.07953764837190636,-0.00783730551836647,-0.013713519109774587,-0.1326446966236431,0.20347903325732367,-0.07496405059960276,12,491.3333333333333
2026-03-31,-0.40039975838954417,1.1635297041341714,-0.39989077414925805,-0.20732971416498389,-0.03685443738694321,-0.15853801979729498,0.09682603070729369,-0.046231961727356795,0.0068778403501076465,-0.10916479828133209,0.13465661233844536,-0.039433268827044045,12,491.6666666666667
2026-04-30,-0.037199133362156155,0.4882376427631361,-0.16124579837297295,-0.07217859516884591,-0.09395068148405021,-0.15585718706711696,0.10811816538375983,-0.0701857314423016,-0.015361208895168793,-0.05333052164907095,0.10361003701779742,-0.032268727556256545,12,492.0
