strategy,signal_month,GICS Sector,sector_count,n_holdings,sector_share
hzz_sector_cap2_top15,2014-04-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2014-05-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-05-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-05-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2014-05-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-05-31,Financials,3,15,0.2
hzz_sector_cap2_top15,2014-05-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2014-05-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2014-06-30,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-06-30,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-06-30,Consumer Staples,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-06-30,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-06-30,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-06-30,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-06-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2014-06-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2014-07-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-07-31,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-07-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2014-07-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-07-31,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-07-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2014-07-31,Information Technology,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-07-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-08-31,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-08-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2014-08-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-08-31,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-08-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-08-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2014-08-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2014-09-30,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-09-30,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-09-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2014-09-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-09-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-09-30,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-09-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2014-09-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2014-09-30,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-10-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2014-10-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-10-31,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-10-31,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-10-31,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-10-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2014-10-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-11-30,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-11-30,Consumer Staples,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-11-30,Energy,3,15,0.2
hzz_sector_cap2_top15,2014-11-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-11-30,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-11-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2014-11-30,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-11-30,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-12-31,Communication Services,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-12-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-12-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2014-12-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-12-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-12-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2014-12-31,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2014-12-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2014-12-31,Utilities,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-01-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-01-31,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-01-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-01-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-01-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-01-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2015-01-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-01-31,Real Estate,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-02-28,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-02-28,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-02-28,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-02-28,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-02-28,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-02-28,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-02-28,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2015-02-28,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-03-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-03-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-03-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-03-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-03-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-03-31,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-03-31,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-03-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2015-03-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-04-30,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-04-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-04-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-04-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-04-30,Health Care,3,15,0.2
hzz_sector_cap2_top15,2015-04-30,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-04-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2015-04-30,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-05-31,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-05-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-05-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-05-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-05-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-05-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-05-31,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-05-31,Materials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-06-30,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-06-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-06-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-06-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-06-30,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-06-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-06-30,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-06-30,Materials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-07-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-07-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-07-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-07-31,Health Care,3,15,0.2
hzz_sector_cap2_top15,2015-07-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-07-31,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-07-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-08-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-08-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2015-08-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-08-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-08-31,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-08-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-08-31,Information Technology,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-08-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-09-30,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-09-30,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2015-09-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-09-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-09-30,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-09-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-09-30,Information Technology,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-09-30,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-10-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-10-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2015-10-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-10-31,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-10-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-10-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-10-31,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-11-30,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-11-30,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2015-11-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-11-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-11-30,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-11-30,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-11-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-11-30,Information Technology,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-12-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-12-31,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-12-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2015-12-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-12-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2015-12-31,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2015-12-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2015-12-31,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-01-31,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-01-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-01-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-01-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-01-31,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-01-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-01-31,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-02-29,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-02-29,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-02-29,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-02-29,Financials,3,15,0.2
hzz_sector_cap2_top15,2016-02-29,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-02-29,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-02-29,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-03-31,Communication Services,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-03-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2016-03-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-03-31,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-03-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-03-31,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-04-30,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-04-30,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-04-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-04-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-04-30,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-04-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-04-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-05-31,Communication Services,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-05-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-05-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-05-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-05-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-05-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-05-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-05-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-06-30,Communication Services,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-06-30,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-06-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-06-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-06-30,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-06-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-06-30,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-06-30,Utilities,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-07-31,Communication Services,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-07-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2016-07-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-07-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-07-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-07-31,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-07-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-08-31,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-08-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-08-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-08-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-08-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-08-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-08-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-09-30,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-09-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-09-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-09-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-09-30,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-09-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-09-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-09-30,Materials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-10-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-10-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-10-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-10-31,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-10-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-10-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-10-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-11-30,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-11-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-11-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-11-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-11-30,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-11-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-11-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-11-30,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-12-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2016-12-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2016-12-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-12-31,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2016-12-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2016-12-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2016-12-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-01-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-01-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2017-01-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-01-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-01-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-01-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-01-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-01-31,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-02-28,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2017-02-28,Consumer Staples,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-02-28,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-02-28,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-02-28,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-02-28,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-02-28,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-03-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-03-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2017-03-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-03-31,Financials,3,15,0.2
hzz_sector_cap2_top15,2017-03-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-03-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-03-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-04-30,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-04-30,Consumer Staples,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-04-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-04-30,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-04-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-04-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-04-30,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-04-30,Real Estate,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-05-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2017-05-31,Consumer Staples,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-05-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-05-31,Financials,3,15,0.2
hzz_sector_cap2_top15,2017-05-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-05-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-06-30,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2017-06-30,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2017-06-30,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-06-30,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-06-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-06-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-07-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-07-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-07-31,Consumer Staples,3,15,0.2
hzz_sector_cap2_top15,2017-07-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-07-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-07-31,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-07-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-07-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-08-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-08-31,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-08-31,Consumer Staples,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-08-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-08-31,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-08-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-08-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-08-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-09-30,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-09-30,Consumer Staples,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-09-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-09-30,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-09-30,Health Care,3,15,0.2
hzz_sector_cap2_top15,2017-09-30,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-09-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-10-31,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-10-31,Consumer Discretionary,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-10-31,Consumer Staples,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-10-31,Financials,3,15,0.2
hzz_sector_cap2_top15,2017-10-31,Health Care,3,15,0.2
hzz_sector_cap2_top15,2017-10-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-10-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-11-30,Communication Services,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-11-30,Consumer Discretionary,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-11-30,Consumer Staples,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-11-30,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-11-30,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-11-30,Health Care,3,15,0.2
hzz_sector_cap2_top15,2017-11-30,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-11-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2017-12-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2017-12-31,Consumer Staples,2,15,0.13333333333333333
hzz_sector_cap2_top15,2017-12-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-12-31,Financials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2017-12-31,Health Care,3,15,0.2
hzz_sector_cap2_top15,2017-12-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2017-12-31,Information Technology,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-01-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2018-01-31,Consumer Staples,1,15,0.06666666666666667
hzz_sector_cap2_top15,2018-01-31,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2018-01-31,Financials,3,15,0.2
hzz_sector_cap2_top15,2018-01-31,Health Care,3,15,0.2
hzz_sector_cap2_top15,2018-01-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2018-01-31,Information Technology,1,15,0.06666666666666667
hzz_sector_cap2_top15,2018-02-28,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2018-02-28,Energy,1,15,0.06666666666666667
hzz_sector_cap2_top15,2018-02-28,Financials,3,15,0.2
hzz_sector_cap2_top15,2018-02-28,Health Care,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-02-28,Industrials,3,15,0.2
hzz_sector_cap2_top15,2018-02-28,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2018-03-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2018-03-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-03-31,Financials,3,15,0.2
hzz_sector_cap2_top15,2018-03-31,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2018-03-31,Industrials,3,15,0.2
hzz_sector_cap2_top15,2018-03-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2018-04-30,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2018-04-30,Energy,3,15,0.2
hzz_sector_cap2_top15,2018-04-30,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-04-30,Health Care,1,15,0.06666666666666667
hzz_sector_cap2_top15,2018-04-30,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-04-30,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2018-04-30,Materials,1,15,0.06666666666666667
hzz_sector_cap2_top15,2018-05-31,Consumer Discretionary,3,15,0.2
hzz_sector_cap2_top15,2018-05-31,Consumer Staples,1,15,0.06666666666666667
hzz_sector_cap2_top15,2018-05-31,Energy,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-05-31,Financials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-05-31,Industrials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-05-31,Information Technology,3,15,0.2
hzz_sector_cap2_top15,2018-05-31,Materials,2,15,0.13333333333333333
hzz_sector_cap2_top15,2018-06-30,Consumer Discretionary,3,15,0.2
