name,n_months,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_value,total_return
backtrader_base_equal_top10,240,0.005871289075685345,0.027831520322501687,0.07045546890822414,0.09641121450091733,0.7307808461177903,3.2681512971483846,0.0012416779222143295,2.7261483822754102,-0.149923952654909,0.19388914790449419,-0.12446339947513518,3726148.382275413,2.726148382275413
