strategy,strategy_notes,signal_month,ticker,GICS Sector,score,allocated_cash,realized_stock_return
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,STX,Information Technology,1.5501976866213178,100000.0,-0.14266929652484095
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,MO,Consumer Staples,1.157232746128609,100000.0,0.006879150073519025
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,GRMN,Consumer Discretionary,1.1297148626807976,100000.0,-0.1312890741328725
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,DECK,Consumer Discretionary,1.122949588281998,100000.0,-0.007088748349433627
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,NFLX,Communication Services,1.0552182205851806,100000.0,-0.005583012996522196
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,MSFT,Information Technology,0.9515220681554684,100000.0,-0.09870740305547443
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,CPB,Consumer Staples,0.9090254559842836,100000.0,0.008159819919400624
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,WSM,Consumer Discretionary,0.9083524102407783,100000.0,-0.15921409213517146
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,HSY,Consumer Staples,0.8179049078483744,100000.0,0.029645542427499505
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-05-31,BMY,Health Care,0.8131543472896628,100000.0,0.09303331891297106
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,BA,Industrials,1.205156683113993,100000.0,0.09058898847750951
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,RCL,Consumer Discretionary,1.1641694486341345,100000.0,0.26026200873182237
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,GRMN,Consumer Discretionary,1.1277587455635385,100000.0,-0.021619766643569016
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,CMI,Industrials,1.0889196957428302,100000.0,0.22722367812552835
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,DECK,Consumer Discretionary,1.0844751927331018,100000.0,0.0673995152817779
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,YUM,Consumer Discretionary,1.0454671272358425,100000.0,0.06576473903560909
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,NFLX,Communication Services,1.0363415095299058,100000.0,-0.057444852941176405
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,IT,Information Technology,0.8533523328849375,100000.0,0.08258064516129049
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-06-30,TT,Industrials,0.8475435100572626,100000.0,0.07550961814593937
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,NFLX,Communication Services,1.7266955174075007,100000.0,0.20669102095750813
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,AKAM,Information Technology,1.4995726859606293,100000.0,0.18492798353909468
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,DECK,Consumer Discretionary,1.0831066767714435,100000.0,-0.17029816513761475
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,IT,Information Technology,0.9951154524218869,100000.0,0.12470588235294122
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,WSM,Consumer Discretionary,0.8791379538743498,100000.0,-0.050822669103248175
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,CL,Consumer Staples,0.8364428425955026,100000.0,-0.07201206484561984
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,CNC,Health Care,0.8068936426398423,100000.0,-0.06432207311429894
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,YUM,Consumer Discretionary,0.8037438328794231,100000.0,-0.002153625268884518
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,GPN,Financials,0.7950466735543315,100000.0,-0.011026093441165008
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-07-31,STX,Information Technology,0.7792933077198259,100000.0,-0.21089494163760358
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-08-31,DECK,Consumer Discretionary,1.6500011464659372,100000.0,0.13236627380839683
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-08-31,NFLX,Communication Services,1.582827523274333,100000.0,0.2390922289294719
base_equal_top10,"Required assignment baseline: equal-weight ROE, P/E, momentum, and index-regression trend.",2010-08-31,YUM,Consumer Discretionary,1.4090420792451017,100000.0,0.0966666666701077
