strategy,train_sharpe_to_2020,test_sharpe_2021_2026,test_cumulative_return_2021_2026,test_max_drawdown_2021_2026,selected_by_train
value_quality_heavy_top10,1.067702125551124,1.0538206275755317,0.33974437108728717,-0.0639165597208059,True
base_equal_top10,0.9786958684220849,1.167290382168366,0.48540562834890566,-0.062036222696697174,False
equal_top5,0.927512297601459,1.0768573513892292,0.3650758584699012,-0.07278659258436926,False
base_top10_stop10_take20,0.9257298973843413,0.8419970704255055,0.32862732064955336,-0.05206418782733435,False
trend_momentum_heavy_top10,0.895565689510868,1.2090799373543681,0.5322756269923021,-0.06520253205699111,False
trend_heavy_top10_regime,0.813884494607562,1.208356127108142,0.5589265644494346,-0.05395397690615866,False
base_equal_top10_regime,0.8115054302566039,1.1217885693565055,0.5037494602889667,-0.04987350517911826,False
top5_regime_stop10_take20,0.6696377378993058,0.753888652433539,0.2127240417102727,-0.05384454816465978,False
