name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,backtrader_frequency,final_value,total_return
backtrader_base_equal_top10,monthly,240,240,0.007564015782602038,0.021794176048686265,0.007564015782602038,0.021794176048686265,0.09076818939122445,0.07549724045085066,1.2022716174681287,5.37672212815472,1.803008506758565e-07,4.77829055338886,-0.10415499722850097,0.16547764536696596,-0.05769614139196233,monthly,5778290.553388864,4.778290553388864
