name,period_label,n_periods,n_months,avg_period_return,period_volatility,avg_monthly_return,monthly_volatility,annualized_return_approx,annualized_volatility,annualized_sharpe,t_stat,p_value,cumulative_return,max_drawdown,best_month,worst_month,final_equity,total_return,avg_positions,weights,top_n,trend_col,weight_method,weight_lookback_months,weight_min_periods,weight_shrink_to_equal,min_factor_weight,max_factor_weight,regime_filter,stop_loss,take_profit,assignment_scope,notes
base_equal_top10,monthly,240,240,0.007222515320813156,0.02210720948723439,0.007222515320813156,0.02210720948723439,0.08667018384975787,0.07658162009091735,1.131736097341156,5.06127769249029,8.312150393682084e-07,4.319946954907015,-0.10795451510524667,0.17923425266042467,-0.05204614033605042,5319946.954907021,4.319946954907021,7.995833333333334,"{""roe"": 1, ""pe"": 1, ""momentum"": 1, ""trend"": 1}",10,trend_z,static,60,24,0.5,0.1,0.45,False,,,True,"Base: assignment-style full-sample index trend regression, equal factor weights, no stop-loss/take-profit."
