simulation,annualized_sharpe,cumulative_return,max_drawdown
0,1.1429384883364433,4.463777435828051,-0.09953699393039395
1,1.1684292638244993,2.9301137777894786,-0.11482947554120948
2,1.1894973726370754,5.987789540508232,-0.08876844921465077
3,1.0477944250845739,1.9330940874766127,-0.06340993918202442
4,1.0799386946311424,5.336081862363873,-0.145853186964635
5,0.8871220209698686,2.239979479592882,-0.10795451510524667
6,1.0785027769015396,4.818095517210632,-0.09173521778321392
7,1.3456730603493154,8.579397637901458,-0.07726260014989661
8,0.8826494656495101,4.340416812408775,-0.11104949501009731
9,1.0033068708147967,3.5383332052528997,-0.11796379204270924
10,1.0043428814991053,3.686769839971059,-0.12848567654354826
11,1.1606970619925794,3.156947202675636,-0.07368580553456883
12,1.4419390711180504,15.66212419763345,-0.07272269759360372
13,1.2900877531515764,9.016375191722014,-0.10795451510524667
14,1.2553099043176226,3.4461228016992607,-0.04688352039373245
15,0.9623605886080342,3.3620965554263886,-0.11015983174322042
16,0.8226508749637185,2.117229395134272,-0.11078065406664839
17,1.3976524797097887,4.773832878377128,-0.056135582024607555
18,1.4750538627331617,7.1586826243820845,-0.04353973226956809
19,1.1968122695219616,6.000912396764455,-0.10654833735478031
20,1.3124633808864967,4.628572033037307,-0.07262059071027349
21,1.0106814134766418,2.5486135257627542,-0.07190855943978225
22,1.3846487739216042,8.491835865755924,-0.07262059071027371
23,1.4440473056731211,5.704129948047882,-0.0726205907102736
24,1.4774405043477288,8.49456240936412,-0.07368837257446437
25,0.9548652844082818,4.147296289951677,-0.11265972262682178
26,1.2754660472129093,5.49868659647789,-0.12021213679986653
27,1.2708573969678318,9.099785499723772,-0.10795451510524667
28,1.3589541285908018,5.932276766923645,-0.09863089364722377
29,0.8406137973315669,3.5452034580423586,-0.10795451510524656
30,1.1528709342463979,3.7752098109114316,-0.11110716332085624
31,1.3212467665248417,5.304061124006143,-0.13350656810227024
32,1.3605619463836538,4.639260434315255,-0.06187972983037793
33,0.9887118672676615,2.9948894689304177,-0.09173521778321403
34,0.9659095687860871,2.978988823773757,-0.10795451510524645
35,0.8296707565921708,2.145965084872541,-0.12084606203556902
36,1.3131470684722766,5.018774261782583,-0.06796524729258435
37,1.1710908302955054,5.588655802625581,-0.10795451510524645
38,1.0317264636546586,6.160419375262372,-0.10795451510524667
39,1.1668486429121725,7.56835825461901,-0.10795451510524656
40,1.1547739666386327,4.5133750190432815,-0.09114642982610777
41,1.0054997442427112,3.174283714765158,-0.1721002208787903
42,1.3121125040869506,6.869097808673622,-0.10795451510524667
43,1.2145162875841125,4.378806522915413,-0.10109474173128496
44,0.9497147193676397,3.8564608542575307,-0.11561697138728533
45,1.0767167534733106,5.8045639599779575,-0.10795451510524667
46,1.1580004520128289,3.5849591881172955,-0.10795451510524656
47,1.583139562302909,4.926657631397485,-0.04409240328649233
48,1.490143029996081,8.393690989440936,-0.052046140336050484
49,0.9768006969976285,3.3422630579336756,-0.07262059071027371
50,0.8429102231645488,2.2141260848600344,-0.10215287818212304
51,1.1624161681139211,4.272675688556185,-0.08331847072152376
52,1.7241356846513805,5.912831612045588,-0.07307841815557126
53,1.1852536205751214,3.7785668751028636,-0.07262059071027371
54,1.2301742727807405,7.577964991203173,-0.11568913828843308
55,0.7658893240844783,1.6977292781076398,-0.10795451510524678
56,1.0804891268010357,4.766848077113729,-0.10872559232749246
57,1.2726243788703904,4.445690514017285,-0.11219001853852406
58,1.2127449936238348,5.1769693299439625,-0.0777295658765712
59,0.8484225784813261,2.883754499967938,-0.0947686614624148
60,1.2463743387853428,5.081153185109074,-0.09173521778321381
61,1.3439190636577447,7.843865710126018,-0.07262059071027349
62,1.2038526066535904,3.8645689670788466,-0.10795451510524667
63,1.6073442648314833,7.228248529190951,-0.0726205907102736
64,1.4946464453908976,5.711443003962354,-0.08497294854867599
65,1.4432111008264277,6.856732035492407,-0.07284894114659535
66,1.123095248138477,5.800687654623624,-0.05204614033605026
67,0.8571599585993394,1.7760225000237924,-0.12020220989021402
68,0.8295704516800733,1.9650541379297408,-0.11214941875082884
69,1.1441177399116074,4.675109079912986,-0.09555047779199022
70,1.2112802136697465,9.039504814464388,-0.1006069795435991
71,1.0657712637577645,7.885294811372269,-0.10795451510524656
72,0.9418194101909102,2.3400717689721477,-0.1208065524986962
73,1.3573090317534524,3.6648041579967563,-0.07864119305390482
74,1.3899884624216339,3.8976357748560533,-0.044201836322376065
75,1.1562720329363094,5.224310906158861,-0.0980490941307649
76,0.9986097937137148,4.886976869442643,-0.10795451510524667
77,1.0132088948906985,4.8039732948297384,-0.17631289347647439
78,1.385712676275412,6.504365964645292,-0.1727353851587361
79,1.2492021254586414,5.132237525732523,-0.13006957380756445
80,1.198375308007531,6.762937925055124,-0.07262059071027349
81,1.1236859866812987,5.0158024897397375,-0.10795451510524645
82,1.1572929370396505,5.177930901388582,-0.08876844921465088
83,0.9063045108471789,2.9333323037321866,-0.10795451510524667
84,1.1738619376691655,5.1362329962888715,-0.09227548044033607
85,1.1174002751683094,5.093296610358082,-0.11741404706989922
86,1.048511535732967,2.447022802577816,-0.07467751793134458
87,1.3567592568234665,4.223147042077957,-0.04353973226956809
88,1.4182425280530746,6.655485210428618,-0.06390132485777877
89,1.3224666387862507,7.48405075116305,-0.08876844921465088
90,0.8820999577807113,3.4988880294449114,-0.10795451510524667
91,1.2781718456266662,7.168925276163199,-0.11158890739616067
92,1.1400305351487554,2.635698835514535,-0.0842448069753049
93,1.2079118199728538,6.440967383783294,-0.10795451510524667
94,1.1488026178624842,4.965716772301313,-0.10795451510524656
95,1.078230431674162,4.651163133588182,-0.1211441289345705
96,1.138832270965876,3.0756822582210086,-0.08365947058098266
97,1.1134061803899702,2.969044554456945,-0.05204614033605037
98,1.0229780982742653,5.194801403779292,-0.1271838313614767
99,1.4459807045228947,5.524761266833043,-0.07190855943978236
100,1.1371744942793747,6.077014286258388,-0.09299871259395431
101,1.317361764633465,6.3233755039413735,-0.0982020993906676
102,1.1367092092015085,3.4907796016784056,-0.10411214238110822
103,1.1373609528684803,8.252852069910794,-0.11478253282872874
104,1.1188480460889874,3.4778805058774376,-0.08876844921465088
105,1.080697602883797,2.894508726597874,-0.08357033017988291
106,0.9634681635468783,3.983118875902959,-0.10795451510524667
107,1.0943500913203057,4.929449964014634,-0.0726205907102736
108,1.396115730235856,6.735573281355074,-0.0726205907102736
109,1.1228205883200675,2.585199743499538,-0.0726205907102736
110,1.1454670553106572,5.499526085113124,-0.10795451510524667
111,0.9974148709474702,5.027427279427995,-0.12676730044530893
112,0.8493612379080915,3.3630520054808297,-0.1253600460305826
113,1.4939725398544152,14.218786050492172,-0.07262059071027349
114,0.9711494801785848,2.4852783301307273,-0.1393071080864141
115,0.6818612625973149,1.4046779135754104,-0.11918358723260014
116,0.9370293500683219,2.454818779625427,-0.10795451510524656
117,1.3331931314400243,3.6322413037907877,-0.05204614033605037
118,1.0903136804911104,3.287150732056615,-0.1111962195017634
119,1.0267147896794477,2.4274924625278955,-0.0726205907102736
120,1.1137326674152987,2.877160963597937,-0.07411958603407931
121,1.157853343817951,4.5973986915241545,-0.117679181736835
122,1.1372227925954839,4.790458293818845,-0.09173521778321392
